,id,data
108,60KJz1BVTyU,"{1: 0.0686041592085136, 0: 0.0007919202438680176, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.36664822468838537, 8: 0.5555483234072096, 9: 3.25446675560892e-05, 10: 6.508933511240045e-05, 11: 0.00312428808539722}"
109,CwyOUS8TSl0,"{1: 0.02484557664309046, 0: 0.0003230614161288878, 2: 1.2922456645129976e-05, 3: 0.0005987404912256578, 4: 4.307485548360468e-06, 5: 0.24457472195180746, 6: 0.6430472875763499, 7: 0.07976601738501106, 8: 0.0, 9: 0.004281640635095618}"
110,L7MiE1zO5PI,"{1: 0.0009902624195411874, 0: 0.00048137756505463563, 2: 5.501457886342967e-05, 3: 0.0014303790504482628, 4: 0.0006739285910767972, 5: 0.0007564504593716877, 6: 0.00046762392033872224, 7: 0.0005088848544862549, 8: 0.2724872091104139, 9: 0.6251169059800837, 10: 0.08784452880013198}"
111,V37eWVm-9BA,"{0: 0.004940845836544021, 1: 0.00022664430442877713, 2: 0.004714201532115715, 3: 0.0012692081048003567, 4: 0.003127691401115056, 5: 0.0021304564616292567, 6: 0.0014958524092289114, 7: 0.0013598658265717711, 8: 0.9092516205067767, 9: 0.05947146548207233}"
112,VPaBRjSrq2A,"{0: 0.0014652579625201254, 1: 0.0016837613428960548, 2: 0.0011567826019894393, 3: 0.0012724608621887535, 4: 0.17477699802061752, 5: 0.7941569625459514, 6: 8.997198015475716e-05, 7: 0.022338757358422695}"
113,VguG_y05Xe8,"{0: 0.0028442114114708276, 1: 0.0017807236663120018, 2: 0.0009150941062993079, 3: 0.0013850072960206912, 4: 0.0008903618331561614, 5: 0.0013602750228775447, 6: 0.2979744268295704, 7: 0.5844730789206835, 8: 0.09833551801746099}"
114,ez773teNFYA,"{1: 0.02872852993088291, 0: 0.00021517319988706776, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0020121601935395098, 7: 0.23927841376643377, 8: 0.6834947616956778, 9: 0.017370874271973202, 10: 0.02275601976104155}"
115,fgGZMRJ15oY,"{0: 0.0027712099255080176, 1: 7.62718328123082e-05, 2: 0.00020339155416579423, 3: 0.002593242315613143, 4: 0.0007118704395798485, 5: 0.0016525563775965932, 6: 0.0006610225510386984, 7: 0.22350189408384796, 8: 0.0010423817150994052, 9: 0.7594386393105026}"
116,_2ISnlT7j9A,"{0: 0.009448416751787592, 1: 0.00034048348655082734, 2: 0.00663942798774247, 3: 0.002468505277494093, 4: 0.004766768811712613, 5: 0.0029792305073204324, 6: 0.004341164453524307, 7: 0.27936670071501535, 8: 0.04707184201566216, 9: 0.6184031324480764}"
117,vdW9XDBuxjU,"{0: 0.0011224025481569836, 1: 8.089387734461098e-05, 2: 0.0006168158147529789, 3: 0.0009808382628039244, 4: 0.0004044693867231707, 5: 0.008301734162495633, 6: 0.2397795641842355, 7: 0.672875271752869, 8: 0.05589766924515911, 9: 0.015693412204863727}"
118,CdiJGDNQAo8,"{0: 0.012913110089735204, 1: 0.010505581089954003, 2: 0.0013131976362442468, 3: 0.014445173998686793, 4: 0.010724447362661406, 5: 0.018603633180126748, 6: 0.007660319544758078, 7: 0.2851827533377107, 8: 0.5837163493105713}"
119,ZK5r9OZ73Xg,"{0: 0.0011547788598483255, 1: 0.0009815620308712683, 2: 0.0018283998614265521, 3: 0.0005388968012625117, 4: 0.0008660841448861908, 5: 0.0008468378305553853, 6: 0.0009238230878786265, 7: 0.29529620077755114, 8: 0.0006543746872471612, 9: 0.6903652950459988}"
120,rIAZJNe7YtE,"{1: 0.016456992637222174, 0: 0.0002268549562804388, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0026822262477856906, 8: 0.2757522076656959, 9: 0.6752504578800406, 10: 0.022014939066091255, 11: 0.005177630766869723}"
121,vANfwm450dE,"{0: 0.020302821748107346, 1: 0.016345492085340696, 2: 0.006882312456985604, 3: 0.004989676531314475, 4: 0.00963523743977987, 5: 0.891947694425327, 6: 0.005161734342739144, 7: 0.004817618719889838}"
122,XplFMDx9LlA,"{0: 0.005688724656002385, 1: 0.005396995186463887, 2: 0.0027228083823601975, 3: 0.0017989983954879883, 4: 0.9711187825156803, 5: 0.002236592599795917}"
123,zkudRy8b8JY,"{0: 0.006026182724942831, 1: 0.0018009281706724638, 2: 0.007688577959409916, 3: 0.003878922213756298, 4: 0.003116991064625597, 5: 0.959479116159867, 6: 0.0019394611068782597}"
124,5f-JlzBuUUU,"{1: 0.05788500586031007, 0: 0.0005860310018654113, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.9306585007511101, 7: 1.6507915545471707e-05, 8: 1.650791554551334e-05, 9: 0.008476814632616347}"
125,UfMyp1wFgxE,"{6: 0.7683315621679064, 7: 0.0, 8: 0.03172916350387127, 9: 0.09913465917716739, 10: 0.004858053742219537, 5: 0.0, 4: 0.0, 3: 0.0, 2: 0.0, 1: 0.00015181417944432063}"
126,BA2BOT3A70w,"{1: 0.015504861155239247, 5: 0.0, 9: 0.5670394611425303, 7: 0.039048103196288986, 6: 0.006926351909512518, 8: 0.3515917900489293, 4: 0.0, 3: 0.0, 2: 0.0}"
127,e77NkSjnyH4,"{0: 0.0034301538848852905, 1: 9.440790508865476e-05, 2: 0.0030839915662269992, 3: 0.0012902413695441849, 4: 0.1971551751266638, 6: 0.0019196274034678495, 7: 0.7823583094691133, 5: 0.0008811404474935447}"
128,hXgqik6HXc0,"{0: 0.002562986604768033, 1: 0.00012089559456447707, 2: 0.0029014942695489445, 3: 0.0020068668697713907, 4: 0.16843174234730923, 5: 0.8038831664974128, 6: 0.001233135064558244, 7: 0.01206538033754051}"
129,uPUEq8d73JI,"{1: 0.046299583725680854, 0: 0.0003859156234080757, 2: 0.0, 3: 5.145541645441842e-06, 4: 0.0, 5: 0.23919050338833892, 6: 5.145541645545926e-06, 7: 0.7074553752900805, 8: 0.0012966764946512055, 9: 0.0021765641160216564}"
130,od2mXm6ZJEw,{}
131,8aVB5xgCllY,{}
132,5qjA8HPJl_0,"{1: 0.022936039918348753, 5: 0.19563676570650945, 9: 0.14646178271716942, 10: 0.5210506917668406, 8: 0.07391131775912904, 7: 0.030449081424359342, 6: 0.0006520753005218038, 4: 0.0, 3: 0.0, 2: 0.0}"
133,K_FUlo8BF9Y,"{0: 0.0027216174183513505, 1: 0.0017712113357525273, 2: 0.0001296008294451533, 3: 0.00017280110592701172, 4: 0.004060825989286409, 5: 0.0026784171418696044, 6: 0.0016416105063073116, 7: 0.03576982892690496, 8: 0.08834456540521851, 9: 0.8519526524969759}"
134,orMtwOz6Db0,"{1: 0.06668225450730828, 0: 0.00048659340381564803, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.005491554128776457, 7: 0.13747843506505764, 8: 0.776691544017745, 9: 0.01042068211548057}"
135,IiSKptK92S4,"{0: 0.0026140969374295097, 1: 0.0001199127035517362, 2: 0.001798690553277141, 3: 0.0007194762213109662, 4: 0.0006235460584693903, 5: 0.0006715111398901685, 6: 0.0013190397390700328, 7: 0.983667889776243}"
136,NvsI8ijW8xU,"{1: 0.042717494560720784, 0: 0.00047804369809707065, 2: 0.0, 3: 0.0, 4: 0.0, 5: 6.128765360217253e-06, 6: 0.1498912144148566, 7: 0.23170410320840898, 8: 0.4645297704777377, 9: 0.1064260104801883}"
137,Iy6he5RNXY0,"{0: 0.004901746247100476, 1: 4.376559149199544e-05, 2: 0.00026259354895183514, 3: 0.004070200008752858, 4: 0.0017943892511707877, 5: 0.0027134666725021103, 6: 0.00100660860431534, 7: 0.9624491224998907, 8: 0.01711234627335989}"
138,vx7DLImJ1Mw,"{0: 0.002767740447451445, 1: 0.00012813613182666422, 2: 7.688167909603028e-05, 3: 0.0022295686937804423, 4: 0.0010250890546115745, 5: 0.0006919351118627182, 6: 0.001101970733707383, 7: 0.0006406806591322534, 8: 0.9722713410727557, 9: 0.013428666615412074}"
139,qFmaSNP6_z4,"{3: 0.01975796492961214, 7: 0.0, 9: 0.23619000576273977, 10: 0.5309953074833292, 8: 0.1616036881534536, 6: 0.0, 5: 0.0, 4: 0.0, 2: 0.0, 1: 0.01424219972009555, 0: 0.006092039186630371}"
140,XRpKisty1EU,"{0: 0.008495909376966659, 1: 0.0003933291378227068, 2: 0.007315921963499039, 3: 0.0031466331025801885, 4: 0.005270610446822, 5: 0.00251730648206423, 6: 0.9561044682190056, 7: 0.0002359974826935153}"
141,rfKiTGj-zeQ,"{2: 0.03267970741702586, 1: 0.0008243787377000059, 0: 0.000719544447356793, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.94448547806819, 9: 0.006776107312191873, 10: 0.014228872316599542}"
142,RFMA0fAS4e0,"{9: 0.9500327118089631, 8: 0.0, 7: 0.0, 6: 0.0, 5: 0.0, 4: 0.0, 3: 0.0, 2: 0.0, 1: 0.0}"
143,jAYTogd38m4,"{2: 0.018944116716601223, 1: 0.0, 0: 0.11532091482591138, 5: 0.0, 10: 0.7284180359900998, 9: 0.09622792489346263, 8: 3.721830396191672e-05, 7: 0.0, 6: 0.02927219606602527, 4: 0.0, 3: 0.0}"
144,Ym_t0LvHg-g,"{0: 0.003820377505099173, 1: 0.00016188040275857442, 2: 0.002881471169100248, 3: 0.0010036584971022224, 4: 0.21915368925437878, 5: 0.0023634538802732585, 6: 0.7588629520510248}"
145,VZhYHUiBtjo,"{0: 0.016595615103532274, 1: 0.0004567600487211908, 2: 0.000913520097442052, 3: 0.013398294762484763, 4: 0.006242387332521464, 5: 0.004263093788063438, 6: 0.006699147381242436, 7: 0.37454323995127903, 8: 0.006394640682095276, 9: 0.5164433617539584, 10: 0.019945188794153468}"
146,_TTNGq9djU4,"{1: 0.11983714025340264, 0: 0.0010288973160479387, 2: 0.0, 4: 0.0035423464738219, 5: 0.30744921656818647, 6: 0.27221683276009023, 7: 0.28913484434253434, 3: 0.0}"
147,YAaJ6j1DNeg,"{0: 0.0007289161017566677, 1: 0.001312048983162046, 2: 9.111451271976725e-05, 3: 0.0016582841314965076, 4: 0.0007471390043004098, 5: 0.2840221590494937, 6: 0.03179896493913542, 7: 0.6617100371747212, 8: 5.4668707631710944e-05, 9: 0.009457686420292988}"
148,iOCfIFBBpVY,"{3: 0.031097024521193714, 2: 3.383789392939762e-05, 1: 0.0007331543684719749, 0: 0.0010997315527080422, 4: 5.639648988246815e-06, 5: 0.0, 6: 0.00023122560851807084, 7: 0.30729883372058875, 8: 0.654853481919285, 9: 2.255859595279297e-05, 10: 0.0033555911480069867}"
149,mKtsM2vv0DA,"{1: 0.00478957787853637, 0: 0.002107414266555959, 2: 0.00044702726866330733, 3: 0.006833131106711732, 4: 0.0019158311514144355, 5: 0.4184175234689317, 6: 0.004150967494731428, 7: 0.06718181237626933, 8: 0.43406347787215027, 9: 0.0384443451050514}"
150,QOE-YbDvAj8,"{0: 0.003627841273918018, 1: 0.0002568383202773163, 2: 0.0025362784127391626, 3: 0.0017336586618724474, 4: 0.2668229099781687, 5: 0.013387697444458724, 6: 0.6749711056889686, 7: 0.025651727237703814}"
151,3x1b_S6Qp2Q,"{1: 0.059021281571562265, 0: 0.0003683348924227517, 2: 2.3386342375898705e-05, 3: 0.2856934050514507, 4: 0.6432179607109454, 5: 0.005443171188026036, 6: 1.7539756782092297e-05, 7: 0.0030343779232928636}"
152,IbHgcbo8uKc,"{0: 0.0027196287332518186, 1: 0.00012475361161697648, 2: 0.0020958606751664676, 3: 0.0011726839492003016, 4: 0.6208238728511194, 5: 0.011926445270590688, 6: 0.35245390354050754}"
153,8bt6r6CIghw,"{0: 0.0029618165808361313, 1: 8.004909677911945e-05, 2: 0.001547615871067395, 3: 0.00173439709688607, 4: 0.0006937588387545546, 5: 0.0013875176775087288, 6: 0.0005069776129358967, 7: 0.7586786562424955, 8: 0.0008004909677935546, 9: 0.22328361394988896}"
154,yyFPYOa7bA0,"{0: 0.013057181449797568, 1: 0.0003376857271497821, 2: 0.011931562359297609, 3: 0.6725574065736154, 4: 0.0025889239081494653, 5: 0.18955425484016197, 6: 0.08149482215218373}"
155,EvSObcZBvfM,"{0: 0.001263929556992722, 1: 0.0010954056160601168, 2: 0.00018958943354890835, 3: 0.0017905668724062514, 4: 0.6988477175538746, 5: 0.007752101282888414, 6: 0.26881675127972904, 7: 0.011522824461250025}"
156,ehA0yvnd38k,"{6: 0.8986496210304137, 4: 0.004233426076945324, 1: 0.05610189005084891, 2: 0.0013431833445265232, 3: 0.005480667754005561, 5: 0.023301832485848717, 7: 0.0025544468962870326}"
157,WgLo4gmEraU,"{2: 0.05352482495225958, 1: 0.0014958625079570242, 0: 0.001129853596435547, 4: 0.0, 5: 0.5392425206874601, 7: 0.003954487587523675, 8: 0.019844048376830056, 9: 0.17734723106301717, 10: 0.07337683004455757, 6: 0.1262492043284533, 3: 0.0}"
158,ApVFK3FjgMI,"{0: 0.013890483296980843, 1: 0.0010331764435771995, 2: 0.010446561818390505, 3: 0.30409826655952243, 4: 0.6289748593732064, 5: 0.004591895304786986, 6: 0.003214326713350979, 7: 0.006773045574560821}"
159,7jFdxd1qX2g,"{1: 0.06884613839913253, 0: 0.0005462066749668676, 2: 0.0, 3: 0.0, 4: 0.029254186915137044, 5: 0.022852323386481632, 6: 0.6992329009197152, 7: 0.1752520181533396}"
160,RuSDbIcFgbo,"{0: 0.004805647699242983, 1: 0.00017011142298203538, 2: 0.0001701114229821156, 3: 0.002339032066003184, 4: 0.017308837288423737, 5: 0.3755634940886282, 6: 0.5830569022709876, 7: 0.003487284171132088, 8: 0.001913753508548055}"
161,gU-mkuMU428,"{3: 0.04884812786600939, 4: 0.006155817169105275, 5: 0.005640228421439118, 6: 0.005132451624495169, 2: 7.030755649990728e-05, 1: 0.0019295518283872562, 0: 0.0006171441070550732, 7: 0.006437047395104978, 8: 0.2492012280386537, 9: 0.6703122436703672, 10: 0.0033200790569413025}"
162,l5Uw8qG7vZU,"{5: 0.9859792162499705, 4: 0.0, 3: 0.0, 2: 0.0029455428046279986, 1: 0.002450691613450462}"
163,KrdZ46MfNrM,"{0: 0.006684330964711641, 1: 0.00018065759364087547, 2: 0.0002408767915211829, 3: 0.00445622064314104, 4: 0.0017463567385281875, 5: 0.0025292063109719097, 6: 0.002107671925809851, 7: 0.034324942791762084, 8: 0.721606648199446, 9: 0.002830302300373221, 10: 0.2063109719378537}"
164,DKyzcbNr8WE,"{1: 0.055974593092497305, 0: 0.0005573029590497172, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0072373041805355864, 7: 0.649296118728433, 8: 0.0003740800684032264, 9: 0.2700476379515675, 10: 0.01229883653464442}"
165,GFB0o1QQyLw,"{8: 0.9807069791531787, 7: 0.0, 6: 0.0, 5: 0.0, 4: 0.004046355043377026, 3: 0.0010358668911044644, 2: 0.0022012171435970007, 1: 6.474168069403596e-05}"
166,DCjeM3Sei-s,"{0: 0.0031299749062355837, 1: 8.094762688534794e-05, 2: 0.0002158603383611308, 3: 0.0015649874531179226, 4: 0.0009443889803296421, 5: 0.22808343002077613, 6: 0.0015919699954130007, 8: 0.7043792666145003, 7: 0.050889074768624476}"
167,E1AxVXt2Gv4,"{1: 0.030002836753196947, 2: 0.0, 3: 0.24963984358921545, 4: 0.012142416135007238, 0: 0.00039492054309917674, 5: 0.0021192215059265274, 8: 0.6342813280454767, 7: 2.781130585199909e-05, 6: 0.010323556732282801, 10: 0.049498562155487535, 9: 0.0077649165938936116}"
168,AQUAPiHahVY,"{0: 0.005744725297681185, 1: 0.0004177982034679513, 2: 0.00496135366617937, 3: 0.0015145184875704856, 4: 0.0012533946104029692, 5: 0.0019323166910382526, 6: 0.001044495508669288, 7: 0.03640066847712556, 8: 0.917014831836223, 9: 0.015615207854606239}"
169,EYIKy_FM9x0,"{3: 0.0434063250116868, 2: 3.6767216249122825e-05, 1: 0.001223823055145675, 0: 0.00047797381123702853, 4: 0.0, 5: 0.0, 6: 5.252459464144543e-06, 7: 1.0504918928174595e-05, 8: 0.1870505864370986, 9: 0.7652780914663292, 10: 0.0015599804608508183}"
170,wuJa1lnv_TQ,"{7: 0.8899154196486667, 8: 0.023552374756018152, 9: 0.004944697462589465, 6: 0.0, 5: 0.0, 4: 0.0, 3: 0.015875081327260898, 2: 0.004554326610279769, 1: 0.010149642160052097, 0: 0.0003903708523096405}"
171,V-8cx-vQZZQ,"{0: 0.003738576571586936, 1: 0.00013846579894762003, 2: 3.46164497369017e-05, 3: 0.0031847133757961065, 4: 0.0014192744392135378, 5: 0.0009692605926337051, 6: 0.0014885073386872306, 7: 0.0014538908889504404, 8: 0.19097895319856018, 9: 0.7831279423982278}"
172,1k37OcjH7BM,"{1: 0.001620206887956408, 0: 0.0007270159112625221, 2: 0.0017448381870298218, 3: 0.0011009098084832783, 4: 0.001267084873914783, 5: 0.0005608408458311694, 6: 0.0016617506543141348, 7: 0.9486519047816875, 8: 0.00018694694861041972, 9: 0.03676623322670443}"
173,0jspaMLxBig,"{1: 0.036222533894343184, 0: 0.0004363409693002619, 2: 1.2466884837369213e-05, 3: 6.233442418575319e-06, 4: 0.0, 5: 0.0, 6: 0.2551784322892316, 7: 0.6899859747545584, 8: 0.015084930652952966}"
174,wKw1tpN7NVE,"{7: 0.9307156717269719, 6: 0.0, 5: 0.0, 4: 0.0, 3: 0.014267777650952995, 1: 0.008903093254194916, 0: 0.00034242666362294116, 2: 0.0035384088574362815}"
175,nK9pzRevsHQ,"{0: 0.0027395175405219825, 1: 0.0001521954189177264, 2: 0.0027648834436751453, 3: 0.0014204905765669838, 4: 0.0009131725135074621, 5: 0.0008117089008954769, 6: 0.9853131420744236}"
176,uX5t8EivCaM,"{2: 0.03638294338189933, 3: 0.028279388733330208, 1: 3.559394428341578e-05, 0: 0.0004211950073562537, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.20570926866309044, 11: 0.7223968962080591}"
177,7bLeQFhPwzk,"{0: 0.003593429158111015, 1: 6.416837782341478e-05, 2: 0.002983829568788445, 3: 0.0008983572895276959, 4: 0.002630903490759719, 5: 0.0013796201232031927, 6: 0.9781506673511294}"
178,Ow25mjFjSmg,"{2: 0.04358972562918954, 1: 0.0011417524148413741, 0: 5.6036928335773464e-05, 4: 0.0, 5: 0.9171494014555593, 3: 0.03368519854584162}"
179,bQa7hpUpMzM,"{1: 0.03452787710237075, 0: 0.00038670374784803563, 2: 5.297311614353706e-06, 3: 0.0, 4: 5.297311614357175e-06, 5: 0.27105813799496786, 6: 0.04543504171632901, 8: 0.6196212422195736, 7: 0.019356376638856233, 9: 0.005382068600185412}"
180,1CSeY10zbqo,"{0: 0.007740270909481852, 1: 0.0005016842256145154, 2: 0.005590195656848117, 3: 0.0021500752526338526, 4: 0.003010105353687474, 5: 0.0034401204042141184, 6: 0.002723428653336267, 7: 0.002078406077546169, 8: 0.951121622590124}"
181,c01BlUDIlK4,"{0: 0.0012171424910849076, 1: 0.0011103756059019777, 2: 4.270675407314875e-05, 3: 0.0017936836710727038, 4: 0.0006192479340607626, 5: 0.0009181952125728668, 6: 0.0009609019666461183, 7: 0.0009609019666458963, 8: 0.9854797036151267}"
182,ZJoccjJ5KYw,"{10: 0.10274531122587661, 9: 0.43571622723566195, 8: 0.2911117151399837, 7: 0.0, 6: 0.0, 5: 0.0, 4: 0.0, 3: 0.0, 2: 0.03397662408263091, 1: 0.029627616200054274, 0: 0.0048926338678989545}"
183,ymcOLL2qEg8,"{0: 0.0013233851278891089, 1: 0.001163666233144063, 2: 0.00015971889474526843, 3: 0.0014374700527070724, 4: 0.000730143518835491, 5: 0.0009811303534351264, 6: 0.0011864832181075076, 7: 0.0016884568873067785, 8: 0.9844159992698566}"
184,rnfAVasBkQc,"{8: 0.045647969052224326, 7: 0.7203094777562864, 6: 0.0, 5: 0.0, 4: 0.0, 1: 0.02862669245647953, 0: 0.000773694390715729, 2: 0.013539651837524258, 3: 0.04758220502901367}"
185,Nb2tebYAaOA,"{1: 0.02476647577919639, 2: 4.693954187006896e-05, 3: 0.005333505444986855, 0: 0.0004224558768305374, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.9677466672925273}"
186,JBdMWnrI3fM,"{4: 0.4892163143284219, 5: 0.0, 6: 0.3657911595131328, 7: 0.008541533205210117, 3: 0.0, 2: 0.0, 1: 0.05124919923126203, 0: 0.0023489216314327432}"
187,uKIk5AL16Bg,"{0: 0.0030395136778114443, 1: 0.00019342359767907276, 2: 0.002127659574468062, 3: 0.0009671179883945502, 4: 0.0008842221608178491, 5: 0.0014644929538547866, 6: 0.06720088422216097, 7: 0.6981210279082618, 8: 0.2176844432163581}"
188,LW59lMvxmY4,"{4: 0.0, 1: 0.03130994369160313, 0: 0.0004218910845974304, 2: 0.0, 3: 0.0, 5: 0.0, 6: 0.041092191639806416, 7: 0.7135303283437677, 8: 0.07550725371404822, 9: 0.13457200555771187}"
189,h2SscdSVzE8,"{0: 0.001637349596671225, 1: 4.506466779841123e-05, 2: 0.0010515089152934366, 3: 0.0009613795796969166, 4: 0.0004356251220502691, 5: 0.000675970016974463, 6: 0.36673626654248836, 7: 0.00048068978984849853, 8: 0.6227937089723755}"
190,nkWmiNRPU-c,"{1: 0.03991974455278371, 2: 0.005597083399601171, 0: 0.0004771284209496504, 3: 0.0, 6: 0.3908599322232964, 7: 0.5589253599872775, 8: 0.0016883005664370745, 5: 0.0, 4: 0.0}"
191,WbLQqPw_n88,"{3: 0.009112517015439088, 8: 0.012166479761325288, 11: 0.42981880761445224, 10: 0.502175860293547, 9: 0.04152825091865719, 7: 0.0, 6: 0.0, 5: 0.0, 4: 0.0, 2: 0.0, 1: 0.0}"
192,OJQepiqSWvg,"{1: 0.0749160173769281, 0: 0.0006947253636316458, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.6993422094025366, 8: 0.22150306910318887}"
193,4zrU54VIK6k,"{5: 0.4550675116282573, 4: 0.08051721283097249, 6: 0.06001535381512174, 7: 0.010770249725287121, 8: 0.025687534809507428, 9: 0.3602727560098144, 3: 3.0105519847126172e-05, 2: 3.7631899808779345e-05, 1: 0.0008203754158323806}"
194,owGn_BS--Hs,"{0: 0.010108112859277601, 1: 0.0005273798013539282, 2: 0.0004394831677946914, 3: 0.010283906126395572, 4: 0.005449591280653853, 5: 0.004219038410828949, 6: 0.9485804693680233}"
195,J21-7AsUcgM,"{1: 0.02397344069757098, 2: 0.005099430554319762, 0: 0.00042819645875967136, 3: 5.560992970905093e-06, 4: 0.0, 5: 0.32847117181243835, 6: 0.6373620873743233, 7: 0.0019185425749621808}"
196,v2eul2PIFpY,"{0: 0.004218472468916454, 1: 0.00022202486678504036, 2: 0.00018502072232098096, 3: 0.00358940201302565, 4: 0.0016651865008881243, 5: 0.001147128478389512, 6: 0.0013691533451746325, 7: 0.000777087033747923, 8: 0.3179026050917699, 9: 0.5847394908229723, 10: 0.0011101243339253462, 11: 0.06975281231497926}"
197,-RXyzNWOf_Y,"{0: 0.00581311554167675, 1: 0.0004804227720395407, 2: 0.004419889502762345, 3: 0.002882536632236425, 4: 0.0026423252462167866, 5: 0.0009608455440787995, 6: 0.003170790295460139, 7: 0.0022579870285853896, 8: 0.9652173913043477}"
198,UwwBG-MbniY,"{1: 0.02694779967507242, 2: 0.009387582114854926, 3: 0.006463233735961003, 0: 0.0005439005439003136, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.3663346754255838, 8: 0.568630359539449, 9: 0.015017305926396995}"
199,ao3UoceiL2w,"{4: 0.6977893368010403, 3: 0.0, 2: 0.1368010403120936, 1: 0.0018205461638493015}"
200,Wtbhb1DM30U,"{8: 0.7510780086240689, 7: 0.0007840062720502194, 6: 0.0015680125441003279, 5: 0.001960015680125382, 4: 0.001960015680125382, 3: 0.001960015680125493, 2: 0.049784398275186215, 1: 0.04508036064288523, 0: 0.0011760094080751626}"
201,0VH1Lim8gL8,"{1: 0.18617446091046244, 0: 0.0019078888987487802, 4: 0.05629223026507604, 6: 0.04260740590494783, 5: 0.6522761558257166, 7: 0.056304907267725524, 3: 6.338501324754109e-06, 2: 0.0}"
202,U_lKUK2MCsg,"{1: 0.03568423569840667, 2: 0.008369720212210174, 0: 0.0006022655814077287, 3: 0.0, 4: 0.0035161681738067677, 5: 0.0, 6: 0.019600201936106662, 7: 0.9211917773034441, 8: 0.008405147599351626}"
203,YwQN1_YofO4,"{0: 0.011068702290076326, 1: 0.01011450381679398, 2: 0.0020992366412214344, 3: 0.0015267175572517295, 4: 0.017938931297709806, 5: 0.01545801526717576, 6: 0.009351145038167996, 7: 0.07919847328244281, 8: 0.00534351145038181, 9: 0.8005725190839694}"
204,6X_GYIJFdcc,"{0: 0.0030829446142298213, 1: 0.00026808214036790003, 2: 0.001635301056243563, 3: 0.0010723285614709986, 4: 0.0008310546351401147, 5: 0.0012331778456917816, 6: 0.0016621092702802263, 7: 0.10717923971904998, 8: 0.8764945579325509}"
205,XDTOs8MgQfg,"{0: 0.005892751915144443, 1: 0.0013258691809075454, 2: 0.002602632095855156, 3: 0.0029463759575723276, 4: 0.9621881752111567, 5: 0.009133765468473685, 6: 0.0020133569043410127, 7: 0.0022588882341387784}"
206,oCkkjnpS2f8,"{3: 0.03851050104753585, 4: 0.005388958344037038, 2: 3.425185388165192e-05, 1: 0.0007421235007678828, 0: 0.0010960593242109393, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.13595131669834934, 10: 0.8177401768537388}"
207,vG0D-kKTF1g,"{0: 0.007809359747344336, 1: 0.0007464829170257788, 2: 0.004651162790697324, 3: 0.004076945162216625, 4: 0.9219064025265578, 5: 0.020327304048234268, 6: 0.018087855297157784, 7: 0.0005167958656330796, 8: 0.0047660063163939, 9: 0.00040195233993683965}"
208,GghbC3k0yRY,"{0: 0.015967523680649555, 1: 0.0023004059539917495, 2: 0.014343707713125894, 3: 0.9177266576454666, 4: 0.012584573748308514}"
209,Pet94FF3qps,"{0: 0.010425020048115602, 1: 0.0076182838813151285, 2: 0.0028869286287087, 3: 0.8442662389735367, 4: 0.1082598235765837, 5: 0.0032878909382517696, 6: 0.0036888532477947766}"
210,2BdBfsXbST8,"{1: 0.03635590908136924, 2: 0.0060811803471362905, 0: 0.0003777782441707067, 3: 0.9301005309883097, 4: 0.009266060822297327, 5: 0.015667303292967005, 6: 2.0987680231732142e-05, 7: 0.0004354943648077758, 8: 3.672844040547574e-05}"
211,ZVbAOpYv7Sk,"{10: 0.8473697209187452, 11: 0.0017288219313410513, 9: 0.0, 8: 0.0, 7: 0.0, 6: 0.0, 5: 0.0, 4: 0.0, 3: 0.0, 2: 0.0, 1: 0.0}"
212,ImKkaeUx1MU,"{3: 0.030186277798606817, 2: 2.9599226473518703e-05, 1: 0.0006413165735935818, 0: 0.0009619748603902911, 4: 0.0, 5: 0.0, 6: 0.5961876196302073, 7: 0.36151508573909164, 8: 0.007192612033072143}"
213,vGQ3q4dO_9s,"{0: 0.009960953063989204, 1: 0.00047812574707132866, 2: 0.004542194597179098, 3: 0.0031875049804766355, 4: 0.006375009960953003, 5: 0.15539086779823075, 6: 0.039923499880468796, 7: 0.0038250059765718714, 8: 0.7551199298748906}"
214,OE0GjS16jyU,"{0: 0.003427719821162481, 1: 0.002235469448584073, 2: 0.0003477396920022937, 3: 0.004719324391455701, 4: 0.0027322404371586785, 5: 0.00397416790859419, 6: 0.16875310481867845, 7: 0.6154992548435172, 8: 0.13005464480874318, 9: 0.05449577744659717}"
