,id,top_words
0,Aq9UPIXbtKI,"{'basic': 318, 'know': 228, 'gene': 188, 'one': 165, 'cell': 145, 'diseas': 124, 'sort': 122, 'genet': 121, 'human': 91, 'use': 91, 'variant': 81, 'differ': 80, 'everi': 77, 'genom': 76, 'way': 75, 'mean': 73, 'go': 73, 'look': 66, 'brain': 57, 'time': 56, 'biolog': 56, 'perturb': 56, 'singl': 54, 'level': 51, 'understand': 50, 'effect': 48, 'say': 47, 'across': 45, 'region': 45, 'thing': 44, 'mani': 44, 'think': 43, 'thousand': 43, 'technolog': 43, 'system': 41, 'immun': 41, 'number': 40, 'associ': 40, 'energi': 40, 'type': 39, 'alzheim': 39, 'much': 39, 'impact': 39, 'enhanc': 39, 'comput': 38, 'process': 38, 'express': 38, 'million': 37, 'us': 36, 'rna': 36, 'chang': 34, 'figur': 34, 'tissu': 34, 'make': 33, 'lot': 33, ""'ve"": 32, 'start': 32, 'circuitri': 32, 'would': 32, 'actual': 32, 'first': 31, 'disord': 31, 'fat': 31, 'dna': 31, 'crispr': 31, 'forth': 30, 'come': 30, 'gener': 30, 'even': 30, 'find': 30, 'phenotyp': 30, 'experi': 29, 'want': 29, 'also': 29, 'set': 29, '000': 29, 'two': 28, 'work': 28, 'talk': 28, 'particular': 27, 'littl': 27, 'mutat': 26, 'well': 26, 'huge': 26, 'sequenc': 26, 'measur': 25, 'abl': 25, 'epigenom': 25, 'test': 25, 'year': 25, 'oh': 25, 'import': 25, 'enrich': 25, 'protein': 25, 'step': 25, 'complex': 24, 'variat': 24, 'take': 24, 'part': 24, 'call': 24, 'group': 23, 'bodi': 23, 'see': 23, 'nucleotid': 23, 'right': 23, 'neuron': 23, 'need': 23, 'path': 23, 'activ': 23, 'turn': 23, 'anoth': 22, 'get': 22, 'function': 22, 'someth': 22, 'build': 22, 'lead': 22, 'exactli': 22, 'small': 22, 'individu': 22, 'massiv': 22, 'cut': 22, 'puzzl': 21, 'hundr': 21, 'specif': 21, 'metabol': 21, 'next': 21, 'regul': 21, 'connect': 20, 'allow': 20, 'instead': 20, 'give': 20, 'found': 20, 'relat': 19, 'peopl': 19, 'locu': 19, 'design': 19, 'mayb': 19, 'could': 19, 'pathway': 19, 'solv': 19, 'strong': 19, 'cours': 19, 'control': 19, 'term': 19, 'schizophrenia': 19, 'target': 19, 'happen': 18, 'new': 18, 'life': 18, 'tri': 18, 'interven': 18, 'versu': 18, 'togeth': 18, 'obes': 18, 'let': 17, 'ask': 17, 'put': 17, 'act': 17, 'compon': 17, 'burn': 17, 'okay': 16, 'role': 16, 'cognit': 16, 'intervent': 16, 'molecul': 16, 'guid': 16, 'mitochondria': 16, 'back': 15, 'reason': 15, 'better': 15, 'side': 15, 'studi': 15, 'data': 15, 'might': 15, 'kind': 15, 'six': 15, 'case': 15, 'lipid': 15, 'regulatori': 15, 'whole': 15, 'abil': 15, 'common': 15, '10': 15, 'barcod': 15, 'good': 14, 'tool': 14, 'view': 14, 'model': 14, 'organ': 14, 'super': 14, 'question': 14, 'excit': 14, 'focu': 14, 'mention': 13, 'probabl': 13, 'natur': 13, 'creat': 13, 'base': 13, 'uniqu': 13, 'enorm': 13, 'context': 13, 'develop': 13, 'scienc': 12, 'second': 12, 'mechan': 12, 'engin': 12, 'complet': 12, 'map': 12, 'dramat': 12, 'alter': 12, 'carri': 12, 'fact': 12, 'piec': 12, 'loci': 12, 'rememb': 12, 'three': 12, 'store': 12, 'coupl': 12, 'paper': 12, 'therapeut': 12, 'block': 12, 'link': 12, 'ten': 12, 'third': 11, 'challeng': 11, 'variabl': 11, 'power': 11, 'cancer': 11, 'affect': 11, 'popul': 11, 'possibl': 11, 'form': 11, 'mom': 11, 'everyth': 11, 'show': 11, 'exampl': 11, 'problem': 11, 'break': 11, 'place': 11, 'food': 11, 'entir': 11, 'manipul': 11, 'sampl': 11, 'parallel': 11, 'fto': 11, 'team': 11, 'said': 10, 'away': 10, 'heart': 10, 'five': 10, 'molecular': 10, 'tradit': 10, 'layer': 10, 'speci': 10, 'scientist': 10, 'correl': 10, 'causal': 10, 'big': 10, 'famili': 10, 'element': 10, 'amount': 10, 'dozen': 10, 'microglia': 10, 'interact': 10, 'end': 10, 'earli': 10, 'great': 10, '100': 10, 'bring': 10, 'converg': 10, 'event': 10, 'chromosom': 10, 'bottl': 10, 'help': 9, 'histori': 9, 'intellig': 9, 'throw': 9, 'blood': 9, 'long': 9, 'learn': 9, 'equat': 9, 'ca': 9, 'idea': 9, 'involv': 9, 'prune': 9, 'depart': 9, 'motif': 9, 'locat': 9, 'multipl': 9, 'copi': 9, 'muscl': 9, 'awesom': 9, 'segment': 9, 'noodl': 9, 'thermogenesi': 9, 'readout': 9, 'plasmid': 9, 'podcast': 8, 'bit': 8, 'sens': 8, 'physic': 8, 'order': 8, 'eukaryot': 8, 'drive': 8, 'last': 8, 'high': 8, 'beauti': 8, 'matrix': 8, 'play': 8, 'whether': 8, 'cellular': 8, 'sound': 8, 'energet': 8, 'pipelin': 8, 'along': 8, 'requir': 8, 'far': 8, 'extrem': 8, 'made': 8, 'correct': 8, 'pharmaceut': 8, 'stem': 8, 'sit': 8, 'hit': 8, 'fundament': 8, 'field': 8, 'dad': 8, 'edit': 8, 'follow': 7, 'seem': 7, 'inform': 7, 'insid': 7, 'etc': 7, 'either': 7, 'select': 7, 'seven': 7, 'inherit': 7, 'larg': 7, 'systemat': 7, 'trait': 7, 'profil': 7, 'bunch': 7, 'environ': 7, 'inde': 7, 'synapt': 7, 'memori': 7, 'machin': 7, 'task': 7, 'live': 7, 'aspect': 7, 'four': 7, 'effort': 7, 'exercis': 7, 'calori': 7, 'access': 7, 'signal': 7, 'fold': 7, 'assay': 7, 'lab': 7, 'virus': 7, 'bacteria': 7, 'guy': 7, 'thank': 7, 'lineag': 7, 'heat': 7, 'fix': 7, 'chop': 7, 'version': 7, 'synthes': 7, 'rx5': 7, 'report': 7, 'add': 7, 'convers': 6, 'state': 6, 'best': 6, 'never': 6, 'ever': 6, 'support': 6, 'anim': 6, 'progress': 6, 'describ': 6, 'billion': 6, 'anyth': 6, 'age': 6, 'around': 6, 'alreadi': 6, 'exact': 6, 'allel': 6, 'stuff': 6, 'knowledg': 6, 'love': 6, 'astrocyt': 6, 'separ': 6, 'major': 6, 'match': 6, 'environment': 6, 'earlier': 6, '20': 6, 'calcium': 6, 'qualiti': 6}"
1,_L3gNaAVjQ4,"{'know': 307, 'think': 278, 'mean': 178, 'right': 164, 'thing': 152, 'peopl': 130, 'well': 129, 'go': 122, 'one': 117, 'kind': 116, 'want': 96, 'get': 88, 'realli': 86, 'would': 86, ""'ve"": 85, 'learn': 84, 'look': 83, 'make': 77, 'could': 77, 'way': 77, 'car': 75, 'say': 74, 'talk': 72, 'actual': 72, 'human': 70, 'use': 68, 'someth': 68, 'interest': 67, 'let': 63, 'oh': 62, 'even': 61, 'world': 60, ""'ll"": 58, 'see': 58, 'mayb': 57, 'problem': 56, 'much': 56, 'okay': 56, 'drive': 51, 'better': 51, 'year': 50, 'good': 50, 'lot': 50, 'tri': 49, 'idea': 48, 'tesla': 45, 'time': 44, 'differ': 44, 'comma': 42, 'work': 42, 'love': 42, 'compani': 41, 'two': 40, 'life': 40, 'take': 40, 'ca': 39, 'littl': 39, 'abl': 38, 'put': 37, 'open': 37, 'data': 36, 'back': 36, 'still': 36, 'driver': 35, 'also': 35, 'stuff': 35, 'run': 35, 'start': 34, 'question': 34, 'solv': 34, 'sens': 33, 'code': 33, 'intellig': 33, 'game': 33, 'technolog': 32, 'real': 32, 'everyth': 32, 'build': 32, 'call': 32, 'level': 32, 'engin': 32, 'product': 32, 'read': 32, 'day': 32, 'ai': 31, 'alway': 31, 'program': 31, 'anyth': 30, 'end': 30, 'come': 30, 'money': 30, 'system': 30, 'gon': 30, 'na': 30, 'comput': 29, 'feel': 29, 'ethereum': 29, 'monitor': 29, 'sure': 28, 'first': 28, 'need': 28, 'whole': 28, 'ask': 27, 'point': 27, 'seem': 27, 'probabl': 27, 'got': 27, 'chang': 27, 'great': 27, 'task': 26, 'basic': 26, 'model': 26, 'nice': 26, 'googl': 26, 'understand': 25, 'give': 25, 'possibl': 25, 'guy': 25, 'book': 25, 'hardwar': 25, 'mani': 24, 'believ': 24, 'commun': 24, 'network': 24, 'dollar': 23, 'elon': 23, 'experi': 23, 'new': 23, 'machin': 23, 'play': 23, 'might': 23, 'autonom': 22, 'vehicl': 22, 'thousand': 22, 'big': 22, 'pilot': 22, 'natur': 22, 'person': 22, 'us': 21, 'simul': 21, 'gener': 21, 'long': 21, 'control': 21, 'languag': 21, 'three': 21, 'georg': 20, 'theori': 20, 'beauti': 19, 'univers': 19, 'tell': 19, 'win': 19, 'around': 19, 'ye': 19, 'attent': 19, 'definit': 18, 'twitter': 18, 'alreadi': 18, 'true': 18, 'detect': 18, 'term': 18, 'anoth': 18, 'bit': 18, 'said': 18, '10': 18, 'advic': 18, 'waymo': 18, 'lane': 17, 'thought': 17, 'stop': 17, 'depend': 17, 'find': 17, 'comment': 17, 'whatev': 17, 'care': 17, 'creat': 17, 'keep': 16, 'live': 16, 'imagin': 16, ""'d"": 16, 'mind': 16, 'contract': 16, 'zero': 16, 'self-driv': 16, 'user': 16, 'sell': 15, 'fact': 15, 'happen': 15, 'never': 15, 'turn': 15, 'fork': 15, 'camera': 15, 'featur': 15, 'neural': 15, 'autopilot': 14, 'reason': 14, 'five': 14, 'connect': 14, 'everi': 14, 'somebodi': 14, 'million': 14, 'cool': 14, 'far': 14, 'video': 14, 'hundr': 14, 'compil': 14, 'function': 14, 'figur': 14, 'place': 14, 'power': 14, 'exactli': 14, 'part': 14, 'write': 14, 'pay': 14, 'help': 14, 'face': 14, 'san': 14, 'podcast': 13, 'android': 13, 'internet': 13, 'yet': 13, 'wrong': 13, 'case': 13, 'ago': 13, 'complet': 13, 'everybodi': 13, 'deep': 13, 'decis': 13, 'brilliant': 13, 'without': 13, 'word': 13, 'c': 13, 'especi': 13, 'second': 12, 'four': 12, 'side': 12, 'requir': 12, 'pretti': 12, 'weird': 12, 'versu': 12, '100': 12, 'least': 12, 'light': 12, 'speed': 12, 'process': 12, 'away': 12, 'cours': 12, 'python': 12, 'bunch': 12, 'hour': 12, 'fail': 12, 'next': 12, 'nvidia': 12, 'guess': 12, 'easi': 12, 'disengag': 12, 'approach': 12, 'obviou': 12, 'transform': 12, 'devic': 11, 'support': 11, 'mention': 11, 'space': 11, 'super': 11, 'last': 11, 'quit': 11, 'musk': 11, 'bad': 11, 'ever': 11, 'lie': 11, 'compel': 11, 'els': 11, 'crazi': 11, 'solut': 11, 'everyon': 11, 'drug': 11, 'valu': 11, 'safeti': 11, 'perspect': 11, 'scale': 11, 'base': 11, 'hard': 11, 'busi': 11, 'revenu': 11, 'train': 11, 'supervis': 11, 'framework': 11, 'will': 11, 'assembl': 11, 'fan': 10, 'enjoy': 10, 'enough': 10, 'intuit': 10, 'seen': 10, '50': 10, 'order': 10, 'crypto': 10, 'becom': 10, 'number': 10, 'physic': 10, 'inform': 10, 'whether': 10, 'almost': 10, 'discov': 10, 'stori': 10, 'amount': 10, 'wait': 10, 'done': 10, 'suppos': 10, 'moment': 10, 'ga': 10, 'buy': 10, 'deliv': 10, 'set': 10, 'loss': 10, 'chip': 10, 'singular': 10, 'convers': 9, 'hotz': 9, 'programm': 9, 'state': 9, 'fundament': 9, 'move': 9, 'conspiraci': 9, 'rememb': 9, 'today': 9, 'cost': 9, 'hope': 9, 'best': 9, 'brain': 9, 'sometim': 9, 'sign': 9, 'month': 9, 'l2': 9, 'layer': 9, 'sourc': 9, 'plu': 9, 'break': 9, 'lawyer': 9, 'goe': 9, 'leader': 9, 'vision': 9, 'either': 9, 'phone': 9, 'ship': 9, 'huge': 9, 'fascin': 9, 'ceo': 9, 'annot': 9, 'compress': 9, 'other': 8, 'answer': 8, 'heard': 8, 'essenti': 8, 'noth': 8, 'sort': 8, 'develop': 8, 'liter': 8, 'project': 8, 'interfac': 8, 'search': 8, 'stock': 8, 'capit': 8, 'immort': 8, 'realiz': 8, 'promis': 8, 'import': 8, 'step': 8, 'certain': 8, 'limit': 8, 'smart': 8, 'sorri': 8, 'mission': 8, 'charact': 8, 'someon': 8, 'softwar': 8, 'exponenti': 8, 'mine': 8, 'alpha': 8, 'psycholog': 8, 'switch': 8, 'francisco': 8, 'paradigm': 8, 'psychedel': 8, 'sensor': 7, 'tech': 7, 'listen': 7, 'check': 7, 'collect': 7, 'innov': 7, 'explor': 7, 'youtub': 7, 'futur': 7, 'rocket': 7, 'longer': 7, '000': 7, 'refer': 7, 'made': 7, 'fake': 7, 'object': 7, 'exampl': 7}"
2,nAMjv0NAESM,"{'know': 703, 'right': 289, 'mean': 155, 'would': 133, 'okay': 125, 'say': 107, 'could': 103, 'well': 90, 'comput': 78, 'one': 78, 'think': 74, 'time': 64, 'thing': 64, 'problem': 57, 'even': 56, 'peopl': 54, 'go': 52, 'conscious': 51, 'way': 51, 'quantum': 47, 'p': 47, 'someth': 46, 'let': 45, 'call': 43, 'get': 42, ""'ve"": 42, 'question': 40, 'actual': 39, 'kind': 39, 'mayb': 39, 'algorithm': 39, 'theori': 38, 'look': 38, 'realli': 36, 'want': 36, 'tri': 32, 'sort': 32, 'basic': 32, 'ask': 31, 'np': 31, 'first': 30, 'much': 30, 'said': 30, 'number': 30, 'use': 29, 'need': 29, 'system': 28, 'consciou': 28, 'lot': 27, 'tour': 27, 'talk': 26, 'world': 26, 'physic': 26, 'univers': 26, 'take': 26, 'possibl': 25, 'good': 25, 'everyth': 24, 'class': 24, 'hard': 23, 'mechan': 23, 'two': 23, 'make': 22, 'anyth': 22, 'see': 22, 'idea': 22, 'might': 22, 'predict': 21, 'thought': 20, 'learn': 20, 'sens': 20, 'love': 20, 'test': 20, 'abl': 19, 'ye': 19, 'machin': 19, 'answer': 19, 'complex': 18, 'reason': 18, 'differ': 18, 'human': 18, 'find': 18, 'point': 18, 'also': 18, 'write': 17, 'program': 17, 'work': 17, 'put': 17, 'state': 17, 'exponenti': 17, 'cours': 16, 'still': 16, 'feel': 16, 'simul': 16, 'come': 16, 'brain': 16, 'prove': 16, 'enough': 16, 'power': 15, 'seem': 15, 'probabl': 15, 'imagin': 15, 'person': 15, 'done': 15, 'guess': 15, 'exampl': 15, 'true': 15, 'tell': 14, 'pretti': 14, 'whatev': 14, 'run': 14, 'least': 14, 'complet': 14, 'penros': 14, 'solv': 14, 'us': 13, 'gener': 13, 'ca': 13, 'littl': 13, 'give': 13, 'scienc': 13, 'equal': 13, 'convers': 12, 'alway': 12, 'fact': 12, 'wrong': 12, 'connect': 12, 'stuff': 12, 'understand': 12, 'whole': 12, 'part': 12, 'bit': 12, 'enorm': 12, 'everi': 12, 'space': 12, 'polynomi': 12, 'life': 11, 'year': 11, 'internet': 11, 'definit': 11, 'interest': 11, ""'ll"": 11, 'new': 11, 'next': 11, 'oh': 11, 'somehow': 11, 'formal': 11, 'exactli': 11, 'intuit': 11, 'someon': 11, 'size': 11, 'exist': 11, 'theoret': 11, 'last': 10, 'check': 10, 'side': 10, 'hope': 10, 'intellig': 10, 'ai': 10, 'els': 10, 'term': 10, 'fee': 10, 'graph': 10, 'alreadi': 10, 'amount': 10, 'better': 10, 'happen': 10, 'consist': 10, 'import': 10, 'amaz': 10, 'contain': 10, 'add': 10, 'express': 10, 'factor': 10, 'solut': 10, 'heart': 9, 'mani': 9, 'start': 9, 'discov': 9, 'word': 9, 'black': 9, 'fundament': 9, 'entir': 9, 'natur': 9, 'topic': 9, 'show': 9, 'chang': 9, 'languag': 9, 'gate': 9, 'object': 9, 'pass': 9, 'ago': 9, 'theorem': 9, 'proof': 9, 'bqp': 9, 'sure': 8, 'sponsor': 8, 'yet': 8, 'anoth': 8, 'case': 8, 'best': 8, 'live': 8, 'input': 8, 'larger': 8, 'simpl': 8, 'job': 8, 'memori': 8, 'law': 8, 'travel': 8, 'limit': 8, 'graviti': 8, 'almost': 8, 'difficult': 8, 'certain': 8, 'versu': 8, 'easi': 8, 'blog': 8, 'anyon': 8, 'clear': 8, 'n': 8, 'scott': 7, 'second': 7, 'may': 7, 'involv': 7, 'principl': 7, 'ever': 7, 'move': 7, 'data': 7, 'never': 7, 'famou': 7, 'rel': 7, 'commun': 7, 'close': 7, 'break': 7, 'certainli': 7, 'great': 7, 'explain': 7, 'calcul': 7, 'larg': 7, 'made': 7, 'suppos': 7, 'obviou': 7, 'incred': 7, 'rule': 7, 'matter': 7, 'open': 7, 'without': 7, 'digit': 7, 'uncomput': 7, 'eugen': 7, 'month': 7, 'long': 7, 'effici': 7, 'countri': 7, 'got': 6, 'given': 6, 'support': 6, 'small': 6, 'five': 6, 'read': 6, 'perfect': 6, 'far': 6, 'effect': 6, 'experi': 6, 'level': 6, 'seen': 6, 'whether': 6, 'although': 6, 'detail': 6, 'axiom': 6, 'key': 6, 'process': 6, 'defin': 6, 'build': 6, 'scientist': 6, 'prize': 6, 'posit': 6, 'tabl': 6, 'observ': 6, 'box': 6, 'destroy': 6, 'becom': 6, 'relev': 6, 'beyond': 6, 'field': 6, 'elementari': 6, 'collaps': 6, 'girdl': 6, 'other': 6, 'singl': 6, 'absolut': 6, 'chat': 6, 'wonder': 6, 'surpris': 6, 'failur': 6, 'beauti': 6, 'solvabl': 6, 'zero': 6, 'thousand': 6, 'practic': 6, 'vaccin': 6, 'compet': 6, 'racism': 6, 'follow': 5, 'podcast': 5, 'inform': 5, 'coupl': 5, 'total': 5, 'simpli': 5, 'though': 5, 'stephen': 5, 'big': 5, 'twitter': 5, 'rais': 5, 'outsid': 5, 'ridicul': 5, 'abstract': 5, 'c': 5, 'play': 5, 'exploit': 5, 'integr': 5, 'govern': 5, 'histori': 5, 'dream': 5, 'faster': 5, 'current': 5, 'known': 5, 'creat': 5, 'nice': 5, ""'d"": 5, 'model': 5, 'convinc': 5, 'mere': 5, 'base': 5, 'bunch': 5, 'decad': 5, 'valu': 5, 'noth': 5, 'stand': 5, 'wrote': 5, 'blank': 5, 'count': 5, 'full': 5, 'emul': 5, 'ture': 5, 'version': 5, 'advanc': 5, 'agre': 5, 'random': 5, 'school': 5, 'result': 5, 'train': 5, 'million': 5, 'dollar': 5, 'thank': 5, 'form': 5, 'complic': 5, 'listen': 5, 'game': 5, 'resourc': 5, 'multipli': 5, 'money': 5, 'squar': 5, 'constant': 5, 'amplitud': 5, 'distribut': 5, 'mental': 5, 'attack': 5, 'nuanc': 5, 'cancel': 5, 'record': 4, 'room': 4, 'appli': 4, 'today': 4, 'safe': 4, 'mention': 4, 'relat': 4, 'protect': 4, 'plan': 4, 'eight': 4, 'forward': 4, 'final': 4, 'descript': 4, 'sound': 4, 'win': 4, 'star': 4, 'lex': 4, 'fascin': 4, 'hack': 4, 'perspect': 4, 'soon': 4, 'error': 4, 'hole': 4, 'physicist': 4, 'worri': 4, 'liter': 4, 'explor': 4, 'string': 4, 'bring': 4, 'respect': 4}"
3,NbdRIVCBqNI,"{'know': 236, 'brain': 192, 'think': 152, 'thing': 126, 'realli': 115, 'right': 107, 'say': 93, 'way': 91, 'mean': 82, 'make': 81, 'would': 80, 'peopl': 78, 'predict': 65, 'sens': 59, 'one': 56, 'human': 55, 'emot': 54, 'experi': 49, 'talk': 47, 'well': 46, 'use': 45, 'concept': 44, 'bodi': 44, 'also': 43, 'time': 41, 'kind': 41, 'idea': 40, 'feel': 39, 'differ': 39, 'world': 39, ""'ve"": 38, 'actual': 37, 'someth': 36, 'ca': 36, 'system': 36, 'call': 35, 'go': 35, 'see': 34, 'categori': 32, 'littl': 31, 'basic': 31, 'social': 30, 'get': 29, 'lot': 29, 'look': 29, 'life': 28, 'anim': 28, 'learn': 27, 'much': 27, 'happen': 27, 'could': 26, 'even': 26, 'evolv': 25, 'featur': 25, 'physic': 25, 'book': 24, 'ask': 24, 'model': 23, 'come': 22, 'love': 22, 'take': 22, 'tri': 22, 'past': 22, 'intern': 22, 'give': 21, 'want': 21, 'view': 21, 'cultur': 21, 'good': 20, 'seem': 20, ""'ll"": 20, 'mayb': 20, 'back': 20, 'sometim': 20, 'work': 19, 'set': 19, 'inform': 19, 'instanc': 19, 'understand': 18, 'let': 18, 'question': 18, 'eat': 18, 'speci': 18, 'control': 18, 'anoth': 18, 'infant': 18, 'mani': 17, 'somebodi': 17, 'interest': 17, 'hard': 17, 'metabol': 17, 'someon': 17, 'exampl': 17, 'chang': 17, 'first': 16, 'day': 16, 'base': 16, 'anyth': 16, 'darwin': 16, 'action': 16, 'okay': 16, 'point': 16, 'research': 16, 'construct': 16, 'put': 16, 'said': 16, 'fli': 16, 'budget': 16, 'empathi': 15, 'might': 15, 'similar': 15, 'free': 15, 'convers': 14, 'scientist': 14, 'made': 14, 'new': 14, 'natur': 14, 'person': 14, 'part': 14, 'word': 14, 'data': 14, 'wire': 14, 'conceptu': 14, 'function': 14, 'speak': 13, 'live': 13, 'fact': 13, 'next': 13, 'bird': 13, 'select': 13, 'creat': 13, 'nervou': 13, 'bit': 13, 'caus': 13, 'tell': 13, 'prepar': 13, 'sure': 13, 'need': 13, 'fear': 13, 'read': 12, 'around': 12, 'intellig': 12, 'great': 12, 'stuff': 12, 'singl': 12, 'answer': 12, 'without': 12, 'reason': 12, 'help': 12, 'us': 12, 'respons': 12, 'two': 12, 'babi': 12, 'alway': 12, 'men': 12, 'year': 11, 'exactli': 11, 'certainli': 11, 'share': 11, 'effect': 11, 'believ': 11, 'receiv': 11, 'infer': 11, 'like': 11, 'run': 11, 'choic': 11, 'situat': 11, 'agre': 10, 'everi': 10, 'magic': 10, 'studi': 10, 'dream': 10, 'cool': 10, 'whether': 10, 'sort': 10, 'scienc': 10, 'structur': 10, 'whatev': 10, 'countri': 10, 'realiti': 10, 'real': 10, 'rememb': 10, 'still': 10, 'eye': 10, 'constantli': 10, 'variat': 10, 'polic': 10, 'lisa': 9, 'perspect': 9, 'true': 9, 'long': 9, 'els': 9, 'better': 9, 'guess': 9, 'pretti': 9, 'abl': 9, 'network': 9, 'stop': 9, 'size': 9, 'regul': 9, 'evid': 9, 'order': 9, 'intuit': 9, 'input': 9, 'sensori': 9, 'big': 9, 'motor': 9, 'possibl': 9, 'nois': 9, 'perceiv': 9, 'show': 9, 'women': 9, 'start': 8, 'money': 8, 'suggest': 8, 'larg': 8, 'everyth': 8, 'term': 8, 'becom': 8, 'certain': 8, 'beauti': 8, 'depend': 8, 'number': 8, 'togeth': 8, 'wrote': 8, 'hear': 8, 'heart': 8, 'describ': 8, 'sourc': 8, 'execut': 8, 'scientif': 8, 'wonder': 8, 'common': 8, 'gon': 8, 'na': 8, 'sound': 8, 'place': 8, 'consist': 8, 'divers': 8, 'move': 8, 'sleep': 8, 'measur': 8, 'protein': 8, 'blind': 8, 'offic': 8, 'brilliant': 7, 'anybodi': 7, 'state': 7, 'thought': 7, 'moment': 7, 'ye': 7, 'cultiv': 7, 'difficult': 7, 'end': 7, 'creatur': 7, 'miracul': 7, 'evolutionari': 7, 'quit': 7, 'oh': 7, 'gave': 7, 'woman': 7, 'write': 7, 'far': 7, 'least': 7, 'tool': 7, 'commun': 7, 'full': 7, 'reflex': 7, 'react': 7, 'combin': 7, 'limit': 7, 'never': 7, 'born': 7, 'complet': 7, 'matter': 7, 'experienti': 7, 'media': 7, 'listen': 7, 'ever': 6, 'seven': 6, 'alreadi': 6, 'best': 6, 'sponsor': 6, 'otherwis': 6, 'friend': 6, 'podcast': 6, 'probabl': 6, 'stress': 6, 'find': 6, 'wrong': 6, 'cell': 6, 'fit': 6, 'name': 6, 'ancestor': 6, 'came': 6, 'color': 6, 'expect': 6, 'cortex': 6, 'line': 6, 'everybodi': 6, 'voic': 6, 'behavior': 6, 'lizard': 6, 'inner': 6, 'narr': 6, 'continu': 6, 'philosoph': 6, 'light': 6, 'cost': 6, 'biolog': 6, 'awar': 6, 'experienc': 6, 'necessarili': 6, 'attach': 6, 'statist': 6, 'variabl': 6, 'develop': 6, 'children': 6, 'expens': 6, 'definit': 6, 'invest': 6, 'movement': 6, 'perfect': 6, 'huge': 6, 'carbohydr': 6, 'enough': 6, 'die': 6, 'exercis': 6, 'follow': 5, 'half': 5, 'got': 5, 'support': 5, 'sinc': 5, 'neurosci': 5, 'food': 5, 'organ': 5, 'earli': 5, 'connect': 5, 'planet': 5, 'purpos': 5, 'bunch': 5, 'evolut': 5, 'begin': 5, 'watch': 5, 'build': 5, 'stori': 5, 'though': 5, 'observ': 5, 'abil': 5, 'less': 5, 'noth': 5, 'cerebr': 5, 'add': 5, 'impos': 5, 'scent': 5, 'mental': 5, 'rate': 5, 'three': 5, 'notion': 5, 'mind': 5, 'feed': 5, 'print': 5, 'anyway': 5, 'coupl': 5, 'novelti': 5, 'problem': 5, 'physician': 5, 'multipl': 5, 'detail': 5, 'gener': 5, 'reflect': 5, 'correct': 5, 'keep': 5, 'either': 5, 'amount': 5, 'nice': 5, 'ad': 5, 'popul': 5, 'water': 5, 'involv': 5, 'fascin': 5, 'hate': 5, 'pattern': 5, 'surround': 5, 'spend': 5, 'wait': 5, 'must': 5, 'requir': 5, 'care': 5, 'cognit': 5, 'faster': 5, 'anger': 5, 'goe': 5, 'dog': 5, 'bling': 5, 'sampl': 5, 'empath': 5, 'imag': 5, 'stereotyp': 5, 'thank': 5}"
