,id,top_words
388,jqrBuzHy5vY,"['brazil', 'portugues', 'joke', 'apprentic', 'comedi', 'english', 'rape', 'lawsuit', 'brazilian', 'comedian']"
389,bRsueTsNifI,"['necklac', 'bead', 'choker', 'wig', 'snail', 'sideburn', 'ufo', 'neeson', 'chlorin', 'scorses']"
390,02ux1dKNPXo,"['ban', 'gab', 'twitter', 'milo', 'journalist', 'equiti', 'ideolog', 'tweet', 'campaign', 'sargon']"
391,ZA106wrMUe4,"['norm', 'podcast', 'app', 'ad', 'neeson', 'liam', 'violenc', 'apolog', 'netflix', 'intuit']"
392,OT0ZIq-yWEM,"['mammoth', 'extinct', 'anim', 'island', 'safari', 'snake', 'wildlif', 'jungl', 'mosquito', 'moos']"
393,Hf8aG4sK4XE,"['tour', 'tonsil', 'drum', 'vegan', 'tattoo', 'bigfoot', 'trigemin', 'chef', 'pasta', 'smoke']"
394,O00gaA5u6BI,"['quak', 'vr', 'alex', 'ban', 'meme', 'labeou', 'necklac', 'horsepow', 'audi', 'degrad']"
395,uBkFF_inHgE,"['charcoal', 'scorses', 'sushi', 'tuna', 'pilat', 'pellet', 'nautic', 'niro', 'soy', 'comedi']"
396,TwUC5ET9sSQ,"['epigenom', 'compact', 'lightsab', 'reader', 'genom', 'laser', 'dna', 'self-med', 'photon', 'scanner']"
397,_mP9OmOFxc4,"['hashtag', 'twitter', 'incentiv', 'convers', 'technolog', 'platform', 'periscop', 'servic', 'bitcoin', 'conduct']"
398,nIVWyuC2AB8,"['calvita', 'dwayn', 'fight', 'wrestl', 'sam', 'jiu', 'flyweight', 'kane', 'espn', 'garag']"
399,8ylL8YIs7C0,"['cbd', 'diet', 'glucos', 'infrar', 'sauna', 'nad', 'salt', 'metformin', 'thc', 'increas']"
400,HOTS0HS7aq4,"['molecul', 'resveratrol', 'nad', 'epigenom', 'mice', 'sirtuin', 'diseas', 'lyme', 'metformin', 'gene']"
401,wieRZoJSVtw,"['particl', 'quark', 'univers', 'higg', 'einstein', 'lhc', 'galaxi', 'neutron', 'mar', 'space']"
402,HkRE0UU1x9E,"['burrito', 'bobbi', 'edgewood', 'nanci', 'atlanta', 'jeb', 'empathi', 'hillari', 'avenu', 'drum']"
403,5-uDhcnL07A,"['pico', 'fight', 'bellat', 'bader', 'champ', 'ufc', 'filthi', 'wrestler', 'floyd', 'phaidor']"
404,q_CeQlkMC_g,"['bulger', 'prager', 'fbi', 'whitey', 'hillari', 'trump', 'dossier', 'decolon', 'dershowitz', 'nick']"
405,Otbe3J1YcLU,"['duel', 'drum', 'bobbi', 'uh-huh', 'clarinet', 'kid', 'troll', 'nativ', 'comedi', 'disco']"
406,w7HMOsRUFS8,"['sage', 'salvia', 'rap', 'rapper', 'barber', 'homi', 'pit', 'barbershop', 'wiz', 'chitlin']"
407,p7DZhL85Neg,"['retriev', 'hide-and-go-seek', 'golden', 'mushroom', 'timothi', 'psychedel', 'louisiana', 'bout', 'slick', 'evil']"
408,QA9DbqEvnPg,"['car', 'm3', 'mustang', 'burrito', 'mach', 'poodl', 'monkey', 'tequila', 'chlamydia', 'ga']"
409,T77uFdw9HJA,"['israel', 'jew', 'anti-semit', 'dox', 'gaza', 'ident', 'pittsburgh', 'jewish', 'privileg', 'palestinian']"
410,m6AHNrExgKE,"['wooden', 'tiger', 'lamb', 'sada', 'salmon', 'shirt', 'plywood', 'imperson', 'sculptur', 'ayden']"
411,7MNv4_rTkfU,"['dmt', 'tyson', 'fight', 'ego', 'tiger', 'relaps', 'cudi', 'box', 'schultz', 'hagler']"
412,bce29LIRKiU,"['administr', 'huawei', 'presid', 'poland', 'alli', 'syria', 'oper', 'bois', 'inform', 'kurd']"
413,HvNJaZuzDDE,"['dc', 'sada', 'heavyweight', 'picogram', 'metabolit', 'nowitzki', 'brock', 'fight', 'hagen', 'creatin']"
414,qwogNykaAH8,"['dah', 'jerk', 'languag', 'arti', 'bro', 'gillett', 'hertz', 'caseless', 'dutch', 'gay']"
415,YgzGWS28I2k,"['hunt', 'australia', 'deer', 'mountain', 'pig', 'anim', 'hunter', 'tasmanian', 'lion', 'tree']"
416,wqNcqlsIErU,"['allig', 'gosl', 'hard-head', 'neckti', '32', 'andr', 'corn-f', 'wrench', 'peruvian', 'earther']"
417,XBJu_cri2f4,"['shark', 'bear', 'salmon', 'allig', 'ski', 'lobster', 'aquaman', 'damon', 'wayan', 'name-drop']"
418,-p5D-pN8tQw,"['conspiraci', 'oswald', 'bullet', 'psychic', 'moon', 'pete', 'rifl', 'heaven', 'humanist', 'memo']"
419,LJdcAIfoh_A,"['youngstown', 'fight', 'canelo', 'bernard', 'tripl', 'g', 'box', 'middleweight', 'fighter', 'powerlift']"
420,iTLbaarXoW8,"['amanda', 'fight', 'holli', 'fighter', 'coach', 'miami', 'wrestl', 'tj', 'monson', 'karat']"
421,FG6HbWw2RF4,"['racism', 'peanut', 'student', 'bulli', 'allergi', 'social', 'kid', 'campu', 'microaggress', 'truth-seek']"
422,RQ1RAd2A-rs,"['autopsi', 'ape', 'mantl', 'chimpanze', 'brace', 'scienc', 'ambien', 'tesla', 'chimp', 'abc']"
423,x9o2dpEuKT0,"['benjamin', 'bratt', 'braff', 'harvey', 'snitch', 'museum', 'metropolitan', 'courtroom', 'cosbi', 'mil']"
424,so3qOEMZXDQ,"['usada', 'picogram', 'metabolit', 'arbitr', 'substanc', 'test', 'nevada', 'long-term', 'dhcmt', 'mclaren']"
425,ll4E3-kP_54,"['hash', 'opera', 'cyborg', 'merri', 'soap', 'bratt', 'benjamin', 'amanda', 'christma', 'fight']"
426,mfu302T4JKQ,"['censor', 'cosmopolitan', 'speech', 'morbidli', 'obes', 'dove', 'repeatedli', 'plus-siz', 'beauti', 'standard']"
427,cS1KWv0das8,"['gadzook', 'car', 'rpm', 'advertis', 'brake', 'whitesnak', 'sauna', 'drum', 'bla', 'rhyme']"
428,NAalq9lrjQA,"['review', 'evolutionari', 'bibliometr', 'women', 'yelp', 'mate', 'woman', 'obes', 'gender', 'bigotri']"
429,1cZYXScrJyU,"['columbia', 'patreon', 'joke', 'censor', 'mueller', 'speech', 'racist', 'zuckerberg', 'offens', 'allianc']"
430,GEw0ePZUMHA,"['quantum', 'microtubul', 'cerebellum', 'theorem', 'cosmolog', 'photon', 'mechan', 'galaxi', 'conscious', 'mathemat']"
431,L5Pk5VIbBsY,"['chocol', 'olympia', 'bodybuild', 'tan', 'bro', 'face', 'bonni', 'blackfac', 'black', 'rip']"
432,tAithqQBFdQ,"['hunt', 'hunter', 'baboon', 'anim', 'salmonella', 'wildlif', 'bear', 'rabbit', 'batman', 'storag']"
433,TjeSqq5FQhQ,"['democraci', 'vito', 'anxieti', 'sensibl', 'trt', 'chatter', 'zanic', 'asik', 'channel', 'vitor']"
434,Igc_1TPfK9Y,"['elector', 'lobbyist', 'corrupt', 'congress', 'democraci', 'republican', 'pac', 'vote', 'lester', 'democrat']"
435,WjYYdMNUXF8,"['matcha', 'placebo', 'mind-bodi', 'medicin', 'heal', 'melanocyt', 'swear', 'patient', 'pigment', 'marijuana']"
436,MD-DaEa0Tpg,"['fight', 'fighter', 'ortega', 'jason', 'blah', 'spar', 'detach', 'trt', 'retina', 'max']"
437,J2dKtzwqbzM,"['heavyweight', 'ortiz', 'box', 'divis', '12th', 'olymp', 'alabama', 'fight', 'rematch', 'trainer']"
438,ZtqVcY6AK6o,"['woke', 'limbo', 'procrastin', 'dad', 'her', 'advertis', 'salti', 'mathematician', 'brainwash', 'logout']"
439,BvWB7B8tXK8,"['pull-up', 'merri', 'goggin', 'garanim', 'grind', 'mile', 'book', 'shoe', 'marathon', 'run']"
440,wGODg5ByuVo,"['fight', 'tito', 'pfl', 'tyson', 'tyrant', 'chuck', 'colbi', 'playoff', 'furi', 'holyfield']"
441,-qfB8clUIaY,"['singular', 'blockchain', 'ai', 'decentr', 'intellig', 'robot', 'sophia', 'cryptocurr', 'technolog', 'aetherium']"
442,lIUV5GBEo2M,"['wine', 'cadburi', 'cue', 'church', 'richi', 'evil', 'cathol', 'priest', 'woke', 'q']"
443,8rrsROAp3WM,"['patriarch', 'gavin', 'scalabl', 'tyranni', 'male', 'mathematician', 'nonlinear', 'proud', 'shield', 'scumbag']"
444,suSqW0qW6nU,"['gavin', 'vr', 'trump', 'elvi', 'game', 'opi', 'grid', 'satellit', 'radio', 'antifa']"
445,vIeFt88Hm8s,"['hierarchi', 'dispossess', 'tyranni', 'malevol', 'patriarch', 'competit', 'scandinavian', 'reciproc', 'oppress', 'lectur']"
446,okl266f1LBg,"['fight', 'petrosian', 'thai', 'simon', 'neck', 'masato', 'miriam', 'champion', 'muay', 'mma']"
447,TLZgdmGN2JQ,"['roy', 'roast', 'dave', 'comedi', 'jeff', 'comic', 'gilbert', 'truckin', 'jone', 'jr.']"
448,yKJE2jlqwI8,"['snake', 'tribun', 'macho', 'edinburgh', 'piper', 'judg', 'intent', 'buller', '200-seat', 'suzu']"
449,d7eQcuBRnYA,"['fight', 'mauric', 'lilac', 'mcdonald', 'cowboy', 'conspiraci', 'circumstanti', 'beef', 'taco', 'ernesto']"
450,69RKP3GBkco,"['hallway', 'bong', 'puke', 'clammi', 'vertigo', 'bongo', 'dab', 'pow', 'dumbass', 'hall']"
451,QTW5cDxnjAg,"['montreal', 'gavin', 'comic', 'jimbo', 'gay', 'joke', 'canadian', 'dum', 'comedi', 'canada']"
452,9DxeMowxDTU,"['snake', 'jake', 'dalla', 'andr', 'wrestl', 'ddp', 'cobra', 'arquett', 'piper', 'mangina']"
453,3e1D6o8YDFE,"['horn', 'mink', 'shofar', 'whale', 'wine', 'homicid', 'squirrel', 'bristol', 'advocaci', 'ember']"
454,j7r7E0DNjaw,"['hunt', 'wildlif', 'beaver', 'neanderth', 'grizzli', 'squirrel', 'bear', 'meat', 'squab', 'mountain']"
455,X9JLij1obHY,"['quantum', 'spinner', 'symmetri', 'ant', 'bunni', 'harmonica', 'hyena', 'victoria', 'dimension', 'bear']"
456,lzujdxJxLIQ,"['oyster', 'eel', 'restaur', 'wine', 'sturgeon', 'beef', 'fred', 'quebec', 'cook', 'meat']"
457,7Dtv8ibI1vk,"['chimp', 'erectu', 'gene', 'ape', 'testicl', 'homo', 'australopithecu', 'monkey', 'evolv', 'polygen']"
458,68azjW5Hhok,"['swim', 'tide', 'endur', 'strength', 'marathon', 'deficit', 'jellyfish', 'whirlpool', 'fortitud', 'muscl']"
459,tingHmTUNqI,"['lacross', 'movi', 'adopt', 'audit', 'latina', 'spanish', 'kid', 'foster', 'footbal', 'mandarin']"
460,Kv4fkc6KVjQ,"['ho', 'meow', 'discours', 'flip', 'moment', 'adrenalin', 'wave', 'steer', 'half-past', 'flummox']"
461,MwLUCreNy5I,"['cowboy', 'chocol', 'ronni', 'perri', 'zombi', 'fight', 'pig', 'lawler', 'robbi', 'korean']"
462,n_tpWrv76Q8,"['hypnosi', 'hypnot', 'hypnotist', 'stoic', 'sort', 'shaman', 'suggest', 'magician', 'kind', 'placebo']"
463,lTSsAXNKl7I,"['trump', 'tripp', 'drudg', 'blumenth', 'tucker', 'npc', 'putin', 'blah', 'romney', 'lauren']"
464,_BTNmNpoAro,"['race', 'car', 'mickey', 'nova', 'nomad', 'driver', 'concuss', 'xfiniti', 'injuri', 'truck']"
465,3w0NFXwhnU4,"['geico', 'dream', 'elvi', 'burger', 'patel', 'cheeseburg', 'chrysler', 'interject', 'placement', 'ha']"
466,KqX557kt3d4,"['dalmatian', 'microaggress', 'surf', 'dog', 'rat', 'hummingbird', 'wine', 'husband', 'burt', 'intermiss']"
467,N8roQPPTe4Q,"['surf', 'deer', 'goat', 'hunt', 'hawaii', 'meat', 'elk', 'wave', 'toyota', 'beach']"
468,mq-MEgcv5Zs,"['connecticut', 'bulger', 'emt', 'whitey', 'clau', 'dublin', 'one-star', 'spar', 'porta', 'toni']"
469,SO-jiCZWfEw,"['henri', 'veloc', 'demetriu', 'askren', 'lima', 'wrestl', 'tj', 'train', 'ben', 'assess']"
470,AZZNvT1vaJg,"['academ', 'paper', 'divers', 'victimhood', 'privileg', 'publish', 'grievanc', 'critic', 'studi', 'academia']"
471,NCkAC5OcJMI,"['snowmass', 'jagger', 'bert', 'ged', 'wolfman', 'belushi', 'snow', 'sweep', 'mick', 'rust']"
472,Ee6Nga_BWAg,"['huawei', 'gadot', 'iphon', 'tweet', 'alcohol', 'pub', 'ligeti', 'pray', 'gal', 'rotund']"
473,vNZtibrPo0g,"['klitschko', 'wilder', 'deontay', 'joshua', 'heavyweight', 'box', 'fight', 'unfit', 'cunningham', 'goal']"
474,2OhHkBmbb5Y,"['climb', 'solo', 'climber', 'solar', 'rope', 'free', 'cap', 'el', 'film', 'rout']"
475,j5FOumrXyww,"['artifici', 'robot', 'intellig', 'autonom', 'pedestrian', 'muse', 'engin', 'human', 'creativ', 'martial']"
476,tbNjZDAM-tE,"['trump', 'pokemon', 'buckley', 'inauthent', 'facebook', 'democrat', 'cartel', 'christi', 'guardian', 'taiwan']"
477,QSGaMUBC4Mc,"['pixel', 'iphon', 'phone', 'batteri', 'desktop', 'frisbe', 'appl', 'android', 'huawei', 'laptop']"
478,H3qI3RWgNok,"['surf', 'wave', 'croc', 'shark', 'foot', 'ping-pong', 'boat', 'girth', 'surfer', 'longboard']"
479,-WL2Ue7hGa0,"['chemo', 'hoist', 'ufc', 'fight', 'hickson', 'workplac', 'rashad', 'alex', 'platform', 'jone']"
480,aLRIQADKrak,"['martial', 'bulli', 'brazilian', 'oklahoma', 'connor', 'tournament', 'brazil', 'jiu-jitsu', 'fight', 'train']"
481,RxP6sNObMFY,"['dylan', 'ambien', 'dropkick', 'wig', 'preston', 'infidel', 'brawl', 'scientolog', 'tweet', 'riddl']"
482,wTAfy_nzJiw,"['ambien', 'roseann', 'marg', 'tweet', 'jew', 'iran', 'racist', 'serpent', 'tribal', 'hundredth']"
483,hsI3iUF3V38,"['evani', 'pregnant', 'kany', 'helmet', 'petroglyph', 'dope', 'robot', 'gender', 'monk', 'statin']"
484,IEKvPzZLq7A,"['kovitch', 'oj', 'guttenberg', 'waterg', 'rewrit', 'improvis', 'atari', 'downtim', 'scientolog', 'marathon']"
485,ARAT9HQY6e4,"['connor', 'post-workout', 'carbohydr', 'rehydr', 'sodium', 'fight', 'dextros', 'calori', 'glycogen', 'diet']"
486,4FX71oBDVvY,"['pellet', 'grizzli', 'bear', 'hunt', 'elk', 'grill', 'ranch', 'cook', 'archeri', 'antler']"
487,_dJ7cgsHLLg,"['borg', 'disproportion', 'heterocycl', 'spectacl', 'insect', 'pesticid', 'amin', 'maxwel', 'paper', 'ray']"
488,tggOSyCXqn4,"['chimp', 'bonobo', 'zoo', 'oren', 'colobu', 'chimpanze', 'fizzi', 'attenborough', 'pg', 'swinger']"
489,KJKL0fzlnYk,"['record', 'valv', 'stream', 'label', 'r8', 'car', 'audi', 'album', 'church', 'reggi']"
490,OYSk66YiFwQ,"['fight', 'connor', 'conor', 'khabib', 'spider-man', 'batman', 'snitch', 'ufc', 'nate', 'announc']"
491,JyTGcgOYQxE,"['danc', 'nikki', 'scriven', 'threesom', 'psychedel', 'sex', 'shoplift', 'anorex', 'gay', 'portal']"
492,9M8X_bs_fzI,"['dha', 'sprout', 'microbiom', 'diet', 'studi', 'micronutri', 'glucos', 'vitamin', 'bacteria', 'glutathion']"
493,Z-XkTegWKPE,"['belt', 'ralphi', 'calori', 'octob', 'fifth', 'lodg', 'bert', 'meet-and-greet', 'ari', 'h4']"
494,axlqxTPUFPQ,"['mumbl', 'carbohydr', 'fat', 'obes', 'slayer', 'baffl', 'diet', 'calor', 'molli', 'ketogen']"
495,u93oh9kC-rU,"['ketogen', 'diet', 'insulin', 'keton', 'carb', 'glucos', 'metabol', 'calori', 'carbohydr', 'fat']"
496,ULtqCBimr6U,"['satur', 'cholesterol', 'tmao', 'studi', 'diet', 'epidemiolog', 'fat', 'ldl', 'b12', 'dietari']"
497,nokrWA2f7-Y,"['philli', 'rap', 'yo', 'batshit', 'mumbl', 'gravi', 'larri', 'roy', 'vinyl', 'autism']"
498,3MWvDgdRWQ4,"['sperm', 'sex', 'polyamori', 'mate', 'virtual', 'porn', 'robot', 'psycholog', 'research', 'centrist']"
499,BEwq64YTSO8,"['fighter', 'father', 'fight', 'teddi', 'jab', 'lewi', 'heavyweight', 'bronx', 'box', 'punch']"
500,13g1ZXn47xI,"['connector', 'repo', 'bu', 'methadon', 'ricochet', 'bergen', 'drool', 'jersey', 'puddl', 'giggl']"
501,IM3f2U3mSMM,"['four-post', 'aloha', 'cairo', ""i'ma"", 'inmat', 'yuna', 'singler', 'miseri', 'pigeon', 'mikey']"
502,HiMNwcnUDoc,"['hunt', 'toni', 'narrat', 'steve', 'show', 'chef', 'sidekick', 'cook', '0.0', 'meat-eat']"
503,BB7tpgwvg1g,"['tj', 'fight', 'camp', 'coach', 'dwayn', 'tyron', 'recoveri', 'colorado', 'spar', 'codi']"
504,AIc5XYpRc1M,"['aphasia', 'neuroplast', 'prison', 'walter', 'row', 'messag', 'grod', 'gratitud', 'death', 'laura']"
505,oIb2lmHgd5s,"['super-deleg', 'vote', 'congress', 'elect', 'hawaii', 'deleg', 'aloha', 'opioid', 'berni', 'state']"
506,teLrui-M9CU,"['nunchuck', 'chimp', 'handmad', 'bruce', 'dodger', 'lee', 'dragon', 'brand', 'politiqu', 'blown']"
507,ycPr5-27vSI,"['flamethrow', 'tunnel', 'limbic', 'magnet', 'solar', 'car', 'tesla', 'simul', 'electr', 'chimp']"
508,zkvUWvJdFWU,"['gio', 'fight', 'bruce', 'woodley', 'quintet', 'judo', 'nunchuck', 'wrestl', 'karat', 'sakuraba']"
509,2Hn6wGOxohg,"['knife', 'steel', 'antler', 'knive', 'forg', 'elk', 'blade', 'sharpen', 'damascu', 'carbon']"
510,nSmggQZno6w,"['teacher', 'administr', 'york', 'insur', 'school', 'state', 'bridg', 'district', 'mta', 'democrat']"
511,W0Bs56G9KAQ,"['ddp', 'yoga', 'wrestl', 'diamond', 'dalla', 'hogan', 'arthur', 'jericho', 'tna', 'wwe']"
512,Waqt3c0BbWQ,"['portray', 'randi', 'ejacul', 'aqua', 'heckl', 'panick', 'crack', 'breakdown', 'mahsa', 'eccentr']"
513,rXSCahR6az8,"['dog', 'smokey', 'carib', 'palin', 'rattlesnak', 'olymp', 'vito', 'corn', 'cosbi', 'nitrogen']"
514,PF_7688Zk6s,"['diet', 'vitamin', 'soy', 'autoimmun', 'arthriti', 'gluten', 'methan', 'grain', 'celiac', 'infrar']"
515,Yvi7y10yNyg,"['cave', 'perri', 'bmf', 'silt', 'greg', 'rainbow', 'dive', 'gym', 'jackson', 'gay']"
516,j9M4DT8nieM,"['psychic', 'fork', 'randi', 'trick', 'geller', 'phenomena', 'bend', 'mentalist', 'magician', 'silverwar']"
517,JVgsyGbREVY,"['fish', 'spearfish', 'shark', 'aquat', 'spear', 'ocean', 'boat', 'dive', 'water', 'deer']"
518,EnMphznmKA8,"['atheist', 'sedari', 'autopsi', 'godspe', 'brutu', 'twelve-year-old', 'peel', 'forens', 'bulldog', 'daywatch']"
519,5Q_jkO9V034,"['moon', 'jamar', 'holtzman', 'nasa', 'bossi', 'geraldo', 'outrag', 'depress', 'comedian', 'context']"
520,XBi1M3bcPfM,"['spearfish', 'kimi', 'triathlon', 'dry-ag', 'comedi', 'werner', 'ambigu', 'squirrel', 'dream', 'spartan']"
521,vGc4mg5pul4,"['calendar', 'space', 'microwav', 'earth', 'dimens', 'satellit', 'gregorian', 'astrolab', 'astrophys', 'orbit']"
522,v8ZCX0eywXw,"['workshop', 'sedari', 'book', 'flemish', 'write', 'notebook', 'refram', 'hiss', 'stori', 'winona']"
523,6zXXj1mNoPQ,"['alex', 'sandi', 'slime', 'record', 'song', 'jone', 'yacht', 'server', 'selfi', 'irc']"
524,mIVfHQp8ciE,"['leopold', 'sandi', 'carlin', 'beacon', 'jodi', 'deer', 'monopoli', 'alex', 'wintertim', 'dock']"
525,k3YcGRCGEuY,"['alex', 'vote', 'putin', 'speech', 'assang', 'hanniti', 'julian', 'trump', 'sander', 'berni']"
526,XdV9SwVtG18,"['heidi', 'meal', 'book', 'pal', 'tour', 'henri', 'water', 'audit', 'dodgi', 'yoga']"
527,E3s6p2UP57Q,"['cwd', 'deer', 'diseas', 'prion', 'wisconsin', 'incub', 'preval', 'reindeer', 'herd', 'bse']"
528,Oyb1xz7waY8,"['wooleri', 'pari', 'mannequin', 'goop', 'avant-gard', 'pft', 'ulcer', 'toxoplasmosi', 'blunt-forc', 'picasso']"
529,WAik24xe3HE,"['thai', 'fight', 'gaston', 'tj', 'muay', 'coach', 'mma', 'dustin', 'codi', 'alexi']"
530,RmHhP8MER-o,"['somali', 'freewil', 'atom', 'pirat', 'bonner', 'salient', 'tristar', 'somalia', 'ethiopia', 'stefan']"
531,FwlOPJzJGCg,"['thai', 'thailand', 'anderson', 'fight', 'eleph', 'rat', 'cote', 'kick', 'lorenzo', 'lytl']"
532,_5dMj7iFfGM,"['vegan', 'krishna', 'yo', 'glyphos', 'ironman', 'farm', 'hari', 'crop', 'aluminum', 'soil']"
533,ZtxzMb9CpTM,"['quantum', 'particl', 'higg', 'boson', 'mechan', 'qubit', 'clockwis', '0', 'atom', 'comput']"
534,CexD7dZo_nc,"['mcclellan', 'nigel', 'hummingbird', 'tyson', 'benn', 'flu', 'buster', 'aid', 'broccoli', 'brother']"
535,gQzRcjRGFNg,"['somalia', 'pirat', 'somali', 'hostag', 'captiv', 'ship', 'mogadishu', 'berlin', 'guard', 'piraci']"
536,Euop3pCTQbg,"['mayo', 'feminist', 'mayonnais', 'tambor', 'male', 'yuda', 'men', 'jeffrey', 'pre-tap', 'kingman']"
537,kQ2UGALEmFk,"['liberac', 'vexati', 'palin', 'compress', 'vex', 'sebastian', 'redhead', 'emulsifi', 'candelabra', 'inappropri']"
538,Zere8WRepGo,"['tran', 'gender', 'women', 'mm-hmm', 'dysphoria', 'men', 'woman', 'discrimin', 'feminist', 'male']"
539,WW2fjwpdb9E,"['fluorid', 'rhino', 'fight', 'cyborg', 'eleph', 'holli', 'vitor', 'caviti', 'teeth', 'poacher']"
540,eaf9Zn6juts,"['dah', 'garlin', 'danza', 'dice', 'comedi', 'curb', 'jeff', 'deport', 'dig', 'bun']"
541,rEAX-cRz-0M,"['wage', 'samoa', 'minimum', 'unskil', 'scam', 'labor', 'tuna', 'catalog', 'telemarket', 'unemploy']"
542,3u7kDfEtKfs,"['puerto', 'rico', 'govern', 'tax', 'gold', 'wage', 'bitcoin', 'inflat', 'economi', 'minimum']"
543,4RyL6qqzp8o,"['bisbe', 'cop', 'gig', 'yap', 'libertarian', 'aborigin', 'nugent', 'town', 'ambien', 'safeway']"
544,Wnh7qsV6Jns,"['dre', '911', 'upn', 'award-win', 'dispensari', 'cop', 'edibl', 'browni', 'weed', 'ambul']"
545,vY25O9TIY78,"['candac', 'castrato', 'conrad', 'gay', 'candic', 'cult', 'jackson', 'barnet', 'fat', 'dog']"
546,VUnRxNRsikk,"['blinki', 'fight', 'jab', 'kickbox', 'round', 'bikram', 'theriot', 'rodriguez', 'kg', 'eugen']"
547,XFuvnieExAo,"['chicken', 'eleanor', 'mustang', 'bronco', 'peanut', 'gun', 'bunge', 'car', 'moos', 'toni']"
548,tk1cQEBEWLg,"['arbitr', 'sada', 'supplement', 'contamin', 'taint', 'squirrel', 'punish', 'test', 'filler', 'firebird']"
549,9yfpXnJmdIk,"['blender', 'aim', 'attain', 'taxi', 'vitor', 'vest', 'escort', 'lift', 'smoothi', 'coke']"
550,_Z-RdKb1TPg,"['giraff', 'raccoon', 'bear', 'sword', 'anim', 'lion', 'coyot', 'dude', 'toxoplasma', 'pond']"
551,fXvgZF01OTk,"['pickpocket', 'mr', 'joey', '88th', 'kickbal', 'pistol', 'expir', 'asthma', 'joe', 'smack']"
552,_yTxzwSW6pk,"['dc', 'fight', 'vitor', 'bellat', 'barnett', 'machida', 'ufc', 'gymnast', 'max', 'chuck']"
553,9Xc7DN-noAc,"['hierarchi', 'dispossess', 'oppressor', 'mikayla', 'discuss', 'long-form', 'outcom', 'patriarchi', 'monogami', 'leftist']"
554,aiwYoeysHFU,"['cannabinoid', 'bhinneka', 'stratocast', 'amb', 'synthet', 'graeber', 'craw', 'cannabi', 'bla', 'realest']"
555,-Yp6ZdCIE3k,"['michigan', 'fuck', 'deer', 'hunt', 'wildlif', 'arrow', 'cwd', 'gun', 'dirtbag', 'amboy']"
556,SIwSXODoJuU,"['psychedel', 'tendenc', 'quak', 'momentum', 'kudzu', 'deport', 'dam', 'keyboard', 'immigr', 'job']"
557,HM8WDZIhs3M,"['cannabi', 'psychedel', 'ibogain', 'dmt', 'peyot', 'drug', 'cannabinoid', 'synthet', 'dose', 'substanc']"
558,p9ulSZyzRtg,"['marquardt', 'pelican', 'nate', 'bird', 'shellfish', 'depress', 'sunni', 'chokehold', 'edinboro', 'hast']"
559,3x3rjzkpxvU,"['pull-up', 'dolt', 'subhuman', 'almar', 'sore', 'butbut', 'bruton', 'carelessli', '8.5', 'extern']"
560,ANeILT_kkDM,"['dunnigan', 'caitlyn', 'kyle', 'audit', 'arnold', 'laser', 'instagram', 'tom', 'shave', 'sup']"
561,9OQ6wFocx9M,"['psychedel', 'dmt', 'ayahuasca', 'confer', 'tryptophan', 'endogen', 'pharmacolog', 'whitley', 'pollan', 'mushroom']"
562,xDsoWp743gM,"['graviti', 'georg', 'ramadan', 'endomorph', 'ectomorph', 'spar', 'maximum', 'conscious', 'squat', 'train']"
563,lA18kveydd4,"['cacao', 'lsd', 'mdma', 'bear', 'ayahuasca', 'dose', 'medit', 'barstool', 'cup', 'stem']"
564,TOEvuTr5mr4,"['duke', 'enterpris', 'girdl', 'rufu', 'alarm', 'brush', 'miki', 'up-and-down', 'gray-hair', 'tastic']"
565,7zik5-ebca8,"['pornographi', 'arch-nemesi', 'jacquelin', 'chimney', 'derbi', 'dusti', 'boon', 'raccoon', 'intak', 'glow']"
566,Ev3-7HLcZ5o,"['chick-fil-a', 'libertarian', 'regul', 'govern', 'gay', 'trump', 'jordan', 'hitler', 'obama', 'tax']"
567,lCR0Je9J4to,"['fight', 'cbd', 'cm', 'kickbox', 'mane', 'thai', 'wanderlei', 'swell', 'punk', 'fighter']"
568,MfHk_93x8_0,"['biospher', 'climat', 'fuck', 'planet', 'civil', 'mar', 'scienc', 'seti', 'quak', 'shit']"
569,vsiQffJA2h8,"['tunnel', 'twain', 'flamethrow', 'brer', 'bread', 'song', 'sphinx', 'kendrick', 'huckleberri', 'tut']"
570,5YMzm5E30k0,"['hon', 'guitar', 'ba-ba-boom', 'marguerit', 'baltimor', 'napkin', 'krista', 'mogul', 'chri', 'tuqu']"
571,VX4qn8syLn0,"['raven', 'accent', 'baltimor', 'crab', 'fish', 'allig', 'circumcis', 'dove', 'deer', 'smell']"
572,abT95p5iBkU,"['fight', 'mushroom', 'singapor', 'tim', 'sugar', 'montana', 'tj', 'eat', 'fought', 'medit']"
573,b0GIO4lYFls,"['monasteri', 'monk', 'mile', 'dog', 'goggin', 'shepherd', 'urgenc', 'celibaci', 'entrepreneur', 'audiobook']"
574,WsoWyanP5qo,"['android', 'hatcher', 'keyboard', 'showcas', 'teri', 'showtim', 'ambien', 'samsung', 'robot', 'drunk']"
575,TFP67TWkZ1o,"['vegan', 'jay-z', 'clinton', 'bla', 'hillari', 'geolog', 'beyonc', 'refut', 'hindsight', 'plant-bas']"
576,7Nnzpy5GRak,"['trump', 'harass', 'global', 'racist', 'gamerg', 'candic', 'charli', 'tapper', 'bizarr', 'climat']"
577,Vka2ZgzZTvo,"['sphinx', 'egyptologist', 'pyramid', 'egypt', 'bc', 'dynast', 'tepe', 'geolog', 'carv', 'granit']"
