,id,data
746,XMu33bKLdhw,"{0: 0.007372088364905747, 1: 0.00836647971155492, 2: 0.8829300921421619, 3: 0.05244162422022615, 6: 0.0005615807245463594, 10: 0.028658501688318738, 7: 0.0015166256510041332, 4: 0.0027327877296399183, 5: 0.002457362788301859, 9: 0.006939277742803063, 8: 0.0020460138499399094}"
747,rAnLPKGbytU,"{1: 0.000988233840832587, 2: 0.5240225749668023, 3: 0.43313980420617115, 4: 0.020957505944843635, 0: 0.0001621321145115484, 5: 0.0004941169204162876, 10: 0.0013317995120595283, 9: 0.006327012754393069, 8: 0.002262129026280868, 7: 0.0028102899848676532, 6: 0.00468639016707334}"
748,LnH67G7vAu4,"{0: 0.012046089939483943, 1: 0.6616051510045294, 2: 0.2503815970271943, 3: 0.040076414606360466, 5: 0.0006664064508143941, 7: 0.002351462762159473, 4: 0.011763660538900711, 8: 0.013188500998022934, 6: 0.00331299206976321}"
749,Kh0hhkPcIEA,"{0: 0.0009783140388064293, 1: 0.931309865360398, 2: 0.024062362316175905, 4: 0.0038508105782806834, 6: 0.02436071340602522, 5: 0.01025148221515304, 3: 0.0034900139114867335}"
750,VW_mTW_p5yQ,"{1: 0.004995688705180891, 2: 0.9148490273486889, 3: 0.05230393275153386, 7: 0.00359983450814505, 11: 0.00720740228053951, 6: 0.0002474644559842254, 9: 0.004682491503075981, 10: 0.005444218031652237, 5: 2.3199792748451742e-05, 8: 0.0028613077723170233, 0: 0.001326254818790229, 4: 0.0}"
751,Bv7X8aW3raI,"{0: 0.0006184700163651336, 1: 0.2824670699461793, 2: 0.006111734599922888, 3: 0.6948823343421092, 7: 0.0006288936683262192, 6: 0.003033282720712016, 5: 0.0029776899102522403, 4: 0.0003231332107974938, 8: 0.002953368055676281, 9: 0.0010875343546196126}"
752,ujXxrgSwnYc,"{0: 0.0011082497930655151, 1: 0.394472546675251, 2: 0.5552561390600571, 3: 0.030295226708359713, 6: 0.0018762071185505214, 7: 0.003255771176308264, 8: 0.005720592292835502, 4: 0.0022808792421594726, 5: 0.0014807320886599529}"
753,9ZDR6uTc3rE,"{1: 0.3264424879442547, 2: 0.0024046852577278566, 3: 0.6366296483040074, 4: 0.018672941257590447, 6: 0.00027580619443479115, 7: 0.0010558205880705218, 5: 0.0007283007321793322, 0: 8.618943576121918e-06, 8: 0.00805440277185221}"
754,WsS7kE2ig-k,"{0: 0.0009136099775579907, 1: 0.2882837719442093, 2: 0.6031184553900644, 3: 0.05621278210636316, 5: 4.685179372104775e-06, 8: 0.013971204887578945, 4: 0.010977375268812012, 6: 0.009777969349556413, 7: 0.010026283856277407}"
755,SJ3t-htSrdQ,"{0: 0.0011227908550124335, 1: 0.5653503863192254, 2: 0.40092990114402266, 6: 0.00025550689328809884, 9: 0.009011116349202195, 3: 0.011616566923013244, 5: 0.0020548512122182533, 7: 0.0002699016478395211, 8: 0.005254085411276199, 4: 7.557246139508478e-05, 10: 0.00042104657062969064}"
756,GEc1qeD7UQc,"{0: 0.43161970914340453, 1: 0.5648303730963573, 2: 0.0003254091280218696, 3: 0.0, 4: 0.0007188583464482479}"
757,29mVxHoX76g,"{0: 0.34954746470361936, 1: 0.01106617041147142, 2: 0.592783469757731, 4: 0.006183733450530415, 6: 0.009191479426468085, 7: 0.013160605394715141, 3: 0.007879882436960417, 5: 0.0025545239795640162}"
758,Z-H7mdQeA1o,"{0: 0.5275599826466181, 1: 0.46310826612729394, 3: 0.0003993575801803928, 2: 0.0013445996224775159, 5: 0.0038987642899622754, 4: 0.0}"
759,5kedW7tX2zY,"{0: 0.0005837181095922013, 1: 0.42839666267035376, 2: 0.5604357962509221, 3: 0.002873151413681413, 5: 0.001244333215657728, 7: 0.0014330803888191745, 4: 0.002978010954326843, 6: 4.893445230114146e-05}"
760,PG_xHE9LLsc,"{0: 0.0007251160356675, 1: 0.9256790267027397, 2: 0.031395472129207624, 5: 0.005116856553578075, 8: 0.017775603949830188, 4: 0.0022505959974963297, 3: 0.004405421952546007, 7: 0.008068626076130458, 6: 0.002599472580695039}"
761,BtQzPS0kYno,"{0: 0.0007634353046415323, 1: 0.9750881035187426, 3: 0.0, 4: 0.021950692875374878, 2: 0.0}"
762,2pbRNSMkDDc,"{1: 0.0022850263208011087, 2: 0.4215382158367066, 3: 0.4971252894673797, 6: 0.0006879649137890298, 10: 0.003406040577644709, 8: 0.0, 7: 0.0002979133778462373, 4: 0.066809378435985, 5: 0.0011425131604005934, 9: 0.00039005153594307007, 0: 0.00015049232489139364, 11: 0.0009244528529045448}"
763,cr6WRxNYRiI,"{0: 0.46304073802931617, 1: 0.00012109669571152312, 2: 0.5153435017861765, 3: 0.01203811243277797, 5: 0.00033026371557687284, 7: 0.0004898911781057169, 4: 0.0, 6: 0.0018109460404132083}"
764,RJ5_hAEsLkU,"{0: 0.6912917707804133, 1: 0.00493939802382593, 2: 0.28246845483105004, 3: 0.006227125216435869, 4: 0.0009020311252578572, 5: 0.007419465209592635, 6: 0.003747058030669076}"
765,Z5appHMWLJU,"{0: 0.0005426993932815729, 1: 0.438553104922967, 2: 0.09547934655093478, 3: 0.44048342492062575, 5: 0.0007116836355010037, 6: 0.0014493648467277884, 7: 0.01383720968019748, 4: 0.003454427874600735}"
766,RnvxVwhecJI,"{1: 0.321530819340894, 2: 0.023056422432270997, 3: 0.5343358125507756, 6: 0.011496733848362917, 9: 0.016763946722306432, 4: 0.06578470080012411, 5: 0.01536695116211445, 7: 1.1991378199072145e-05, 8: 0.005189268915649692, 0: 1.798706729883026e-05}"
767,KQIuHGbKckY,"{0: 0.00015968875210496864, 1: 0.9958734974740143, 4: 0.0, 5: 0.000987166831194486, 2: 0.0, 3: 0.0012194413797108616}"
768,yn5NjiE98tQ,"{0: 0.5038927758197012, 1: 0.004261011370212172, 2: 0.4684820428806533, 4: 0.007871974268601561, 5: 0.008661050448270424, 6: 1.1272516852400827e-05, 3: 0.0006838660223796866}"
769,_TdWzFVe7vM,"{0: 0.37692877988098944, 1: 0.5447704623518265, 3: 0.01547188986413453, 6: 0.03279307596831173, 4: 0.003129364658449485, 2: 0.0196647386966623, 5: 0.003240433501695117, 7: 0.0}"
770,EswYHJdD63E,"{0: 0.36964524876130683, 1: 0.6011902012918046, 4: 0.00023751245290987155, 9: 0.0021870938372116067, 2: 0.022764908854596172, 3: 0.0010424157655488098, 5: 0.00020452461222791873, 7: 0.0, 8: 3.2987840681841796e-06, 6: 0.0}"
771,9emNEgLP3Ds,"{0: 0.29830037613347293, 1: 0.23343165868098398, 2: 0.3464381772873655, 3: 0.053917666827941205, 5: 0.01631992675021722, 6: 0.008146957376741773, 7: 0.012225638464459737, 8: 0.005093148960300525, 4: 0.012699056804998915, 9: 0.0024347228941987015, 10: 0.005488531310640456}"
772,CoeuH8B8t58,"{0: 0.4688517049048365, 1: 0.0019972016176948728, 2: 0.45329959940965636, 3: 0.019144001686696353, 6: 0.004657581507676145, 7: 0.0007360128802254007, 8: 0.0025338776761924253, 5: 0.0012688555383052885, 4: 0.007850804055737598, 9: 0.012148045924137069, 11: 0.007429130009775353, 10: 0.013462902267456278}"
773,SoXa3nAqtY4,"{0: 0.22953441123531354, 1: 0.7244822285224292, 2: 0.010324529351327494, 3: 0.007582136594334946, 5: 0.0028235057821999893, 4: 0.009544299299338213, 6: 0.004824293737301949, 7: 0.0016995110043337425, 8: 0.005291659263493842}"
774,TylX6z-8egk,"{0: 0.5814232397454613, 1: 0.4047041555163753, 3: 0.00020883491003692578, 4: 0.0011396419376298724, 2: 0.005522191692547352, 6: 0.0016527791451491913, 7: 0.0020793990327960254, 5: 0.0005012037840884664}"
775,yoM1tFJZ3rE,"{0: 0.872981121573357, 1: 0.01321335250552702, 3: 0.0017224051826771891, 5: 0.004588957434636831, 6: 0.0007050419778281691, 7: 0.006438146481748008, 4: 0.002133679669743316, 2: 0.00023810628198583927}"
776,eDgZnEO2lJ4,"{0: 0.45633377515997925, 1: 0.492361665832755, 3: 0.0004096405988945895, 5: 0.006302613214420265, 4: 0.003558021201826911, 2: 0.015715568976162088, 7: 0.014568575299257203, 6: 0.007464236912714306}"
777,CEuWo95DpTI,"{0: 0.0007509165599187244, 1: 0.650009780845949, 2: 0.33962883267181115, 4: 0.0, 6: 0.0028269799902822523, 5: 0.0, 3: 0.0007067449975705631}"
778,wltxTeZpzkw,"{0: 0.560180120513988, 1: 0.03155952669579986, 2: 0.3873034551679684, 3: 0.007211325239934112, 5: 0.0, 6: 0.00397081172498219, 7: 0.0032641668982726912, 4: 2.3653383320776378e-05}"
779,WwBfIbF4g0M,"{0: 0.0009273692310727886, 1: 0.4697618436889573, 2: 0.0104427694796866, 3: 0.4787444999112093, 4: 0.020436652789013687, 7: 0.0005574081016554988, 10: 0.00629427201515359, 6: 0.0, 5: 0.0, 9: 0.002663720131804881, 8: 0.0008484441901303041}"
780,zfmARkj0LeM,"{0: 0.38862433479521674, 1: 0.557261889253958, 2: 0.03349785542319794, 4: 0.0013460898261661303, 5: 0.0014281096363628343, 6: 0.002436470832308163, 7: 0.010170456464366984, 3: 0.0}"
781,m4ZsVVunUeM,"{0: 0.0006332465977386478, 1: 0.4147803593770399, 2: 0.5132482863963272, 3: 0.04121859672553996, 4: 0.006620305339995913, 5: 0.0011053031524166923, 7: 0.005476623605898179, 6: 0.0020187133964276738, 8: 0.0034272073441254935, 9: 0.0066241431981640675}"
782,31phykl9D_E,"{0: 0.0011560249639942389, 1: 0.5633221315410477, 2: 0.36643302928468735, 4: 0.007900144023043648, 6: 0.004862217954872447, 7: 0.0033797407585214045, 8: 0.0012328372539605476, 9: 0.004965914546327374, 10: 0.00981277004320684, 3: 0.029991358617378477, 5: 0.0017820451272204108}"
783,GtECvxqbz00,"{0: 0.6114088260271155, 1: 0.32753102998205275, 5: 0.014244299142831929, 8: 0.004890333538317332, 7: 0.013867797843902636, 2: 0.00413314759269235, 3: 0.0043590483720502005, 6: 0.010642436716406967, 4: 0.0009538032906212801}"
784,DqhkAZPU5CQ,"{1: 0.0012132210509144979, 2: 0.13518748853047458, 3: 0.6136706563627845, 4: 0.10332769202536662, 5: 0.019482902758803683, 9: 0.035219093448606104, 8: 0.05837734233223868, 6: 0.02233754052566106, 7: 0.006275105519645857, 0: 7.136594417145314e-05}"
785,JRli5x_pHWk,"{0: 0.020130328311127623, 1: 0.6002054538662676, 2: 0.3457504946111581, 3: 0.012704243279514131, 4: 0.006699732979149622, 5: 0.0034553604781470924, 6: 0.0032512901395979465, 7: 0.0010618575243154793, 8: 0.00011068221751822302, 9: 0.0007159755945710493, 10: 0.0032167019466234903}"
786,Prxam5Lp4S4,"{0: 0.001244435595124657, 1: 0.6164933938247559, 2: 0.3721857977898829, 3: 0.0007822166597927227, 4: 0.0014399897600728129, 7: 0.0009528821128382825, 5: 0.00020266522549172716, 6: 0.0004657744656037799, 8: 0.003256865728954783}"
787,yKy-PYCn6mo,"{0: 0.0005077060255186402, 1: 0.3502060969147318, 2: 0.02155846710858328, 3: 0.5981887587539624, 4: 0.016081588358300855, 5: 0.0005203986761566498, 6: 0.0014564816607064296, 8: 0.0002538530127592642, 7: 0.0007425200623206729, 10: 0.0017198541614439344, 9: 0.0009614682858257728}"
788,zwcAyE5lQd8,"{0: 0.33110044853220266, 1: 0.5941624335707004, 2: 0.02970401567320871, 3: 0.014621289442091456, 4: 0.004802070990876706, 5: 0.005353448848949616, 6: 0.00018770310062043993, 9: 0.00200216640661971, 8: 0.008927628723267245, 7: 0.00016815069430597962, 10: 0.003632837093261121}"
789,JpmyjdxGZzs,"{0: 0.00440516801418255, 1: 5.372156114879633e-05, 2: 0.7907813801069065, 3: 0.19930699186118309}"
790,rH2SJQhoAQU,"{0: 0.32105011280508594, 1: 0.010931838381076314, 2: 0.6351028919122153, 5: 0.0025876803172215634, 8: 0.0033568059068845996, 7: 0.007639980857318509, 3: 0.003948178026936491, 4: 0.001401517741163566, 6: 0.00020851849319747373, 9: 0.0049087304300267365, 10: 3.760169549460457e-05}"
791,L_WaIhnUyQM,"{2: 0.1361937003238143, 3: 0.3801037680306158, 4: 0.36650721224609945, 5: 0.05679643803355881, 7: 0.007819399470120478, 10: 0.009386959081542117, 9: 0.010141301148071819, 6: 0.01071901677951137, 11: 0.005615248748896184, 8: 0.010766853105681373, 0: 0.0013614954371503618, 1: 0.00029805710921404494}"
792,7Vv4y0_TBa0,"{2: 0.47350150218924913, 3: 0.03863504184131806, 4: 0.4158758953620472, 5: 0.04002422788677948, 1: 0.0, 0: 0.0005333751194066677, 6: 0.00413441053009049, 7: 0.003308733791574092, 8: 0.0018050378334724948, 9: 0.00570138828202002, 10: 0.010471630169143292}"
793,zxHmduVll7w,"{0: 0.3549353624723965, 1: 0.5916036574039029, 2: 0.017069260882428133, 3: 0.016395021637575447, 4: 0.0010698388017805344, 5: 0.0014723183510035182, 7: 0.002941196705859739, 8: 0.002975596667331465, 9: 0.0026247170603169445, 10: 0.00207431767676422, 6: 0.002060557692175252}"
794,k5kZFFcmZcA,"{0: 0.39194232906657167, 1: 0.033042534018972, 2: 0.524513273581608, 3: 0.022129742544535473, 4: 0.00045481808697846876, 5: 0.014619558883307899, 6: 0.004695996748050879}"
795,dDJdk0j4xnM,"{0: 0.7475247823984525, 1: 0.22056334622823995, 2: 0.0025507736943906623, 3: 0.010759187620889843, 5: 3.022243713735051e-06, 8: 0.013627296905222575, 4: 0.0007072050290134468, 7: 0.001613878143133407, 6: 0.0}"
796,REyhiN5nRfk,"{1: 0.0017520707144764239, 2: 0.00016167176120694758, 3: 0.9818852431280103, 4: 0.003229675415740846, 8: 0.0, 10: 0.00561715374984495, 0: 5.263731760224433e-05, 5: 0.005098300190622407, 6: 7.519616800344409e-06, 7: 0.0, 9: 1.5039233600633306e-05}"
797,bjGgTFw_3iw,"{0: 0.4206106248727869, 1: 0.009415835538367693, 2: 0.477805821290454, 4: 0.009187868919194014, 5: 0.0002035416242622684, 6: 0.012749847343781831, 3: 0.03888459189904417, 7: 0.01372277630775462, 9: 4.0708324852589683e-05, 8: 0.010571951964176485}"
798,2iNpECn_8WQ,"{0: 0.0006753721517418715, 1: 0.5743017798224821, 2: 0.006075251328283361, 3: 0.4105023467633271, 4: 0.0, 6: 0.0007590191613612296, 5: 0.0020044301934724063}"
799,QT34Zqln-Fw,"{2: 0.0016715711477005393, 3: 0.46460377046511814, 4: 0.4981747063124424, 5: 0.023329656049046694, 7: 0.0006045558710384702, 9: 0.0009171680949513102, 6: 0.0002583572098455167, 8: 0.004252559674056827, 1: 0.0006148901594323908, 0: 0.00018343361899031407}"
800,4xSeDCsl43Q,"{1: 0.04762773122558003, 2: 0.18963203003787465, 3: 0.19195183416987782, 4: 0.5302815154060698, 6: 0.003862354302250459, 9: 0.005291305816550185, 0: 3.886269808767162e-05, 5: 0.016525615002197458, 7: 0.0005111939517683517, 8: 0.004693418153663087}"
801,ONYJ2BoQDnw,"{0: 0.8626423445618262, 2: 0.010782097244674604, 3: 0.0019386896843814122, 1: 0.008401982832156929, 4: 0.0005279201140545586, 5: 0.0, 6: 0.0002475557596979261, 8: 0.00014018217717837178, 7: 0.0008381104635555303}"
802,SDhtTHP16aA,"{0: 0.0005202727529907555, 1: 0.42278664589911363, 2: 0.5468944594203522, 3: 0.0006633477600631495, 4: 0.0036191473379921027, 5: 0.0007348852635994385, 6: 0.005358809355805023, 7: 0.0021883972672676194, 9: 0.011228136350481699, 8: 0.0026241256978971617}"
803,FqfMcayaGHw,"{0: 0.4921527856898716, 1: 0.486755155520109, 2: 0.004251167824997126, 4: 0.0044897174433177756, 3: 0.004874245186282433, 5: 0.005461718126922643}"
804,GHyep0OROGA,"{0: 0.0006156326522724576, 1: 0.4723117144127059, 2: 0.5002029103136402, 3: 0.0023272570666620362, 4: 0.005673206728340319, 5: 0.0009966071187011705, 9: 0.0034011633524648616, 7: 0.005074138183304183, 6: 0.0012091798282302113, 8: 0.005692531520115535}"
805,FCLKoT6sDZE,"{0: 0.0018668065023597637, 1: 0.33897011012060935, 2: 0.612904037755638, 4: 0.009422128998427232, 8: 0.0031169375983219547, 3: 0.011079181961195533, 5: 0.004115364446775266, 7: 0.00265128474042986, 6: 0.007857367593078313, 9: 0.001879391714735279, 10: 0.0008432092291554838}"
806,IA63U3_J944,"{1: 0.5778502520126804, 2: 0.007030942009389774, 3: 0.39973414046896766, 5: 0.0027139827126141103, 4: 0.003939021728152192, 0: 5.8645484786401525e-05, 8: 0.001052360643666872, 6: 0.0011631354482632972, 10: 0.0006972296524603294, 7: 0.0, 9: 0.0004984866206843019}"
807,oq2x8SC9RGo,"{1: 0.000897370825296974, 2: 0.563276824687848, 3: 0.0030128920921733983, 4: 0.402692112475891, 5: 0.011986600345142701, 8: 0.002570297431732871, 10: 0.003021013095117188, 7: 0.0, 9: 0.0029560450715663475, 0: 0.00012993604710179185, 6: 0.0022820018272255993, 11: 0.00017054106182118334}"
808,mzXF2cwfG-Y,"{0: 0.0006569007422978387, 1: 0.35034158838599394, 2: 0.13825133022400302, 3: 0.48316034947119507, 5: 0.0008802469946791458, 8: 0.004535899625566615, 4: 0.01554884057019007, 7: 0.0010017736320042103, 6: 0.0}"
809,uMifGXEEAA4,"{0: 0.4162963140910141, 1: 0.000792754702476698, 2: 0.5230339282997418, 3: 0.026909617956294155, 4: 0.003447281812285128, 5: 0.002582458500492508, 7: 0.0015494751002955304, 6: 0.0037035257565201513, 9: 0.01513841176800318, 8: 0.001181124430457814}"
810,pv18Kh4-vIg,"{0: 0.2880865123521246, 1: 0.6420605232009826, 4: 0.0005348473627910244, 8: 0.018991828545025232, 5: 0.004471830317300585, 2: 0.02584673616517653, 6: 0.004471830317300737, 7: 0.009775997063086406, 3: 0.0013197121318572758}"
811,VbezdN75RKE,"{0: 0.0010287868007614605, 1: 0.0031248197219394275, 2: 0.9559785012403131, 3: 0.026474434167259434, 4: 0.00183643251350879, 5: 0.003466146183873975, 6: 0.00021152625810050285, 8: 0.0013989577524372576, 7: 0.0039949618291251765}"
812,Omg6sITstr0,"{1: 0.4973855917053983, 2: 0.031117523877624093, 3: 0.4387768782879607, 4: 0.005104320956126458, 7: 0.0, 9: 0.0015162929669544044, 6: 0.0010566167832882223, 8: 0.00010534245875683246, 0: 0.01599290055671898, 5: 0.0009257367587721388, 10: 0.002467567291485784}"
813,tM_COshDEMU,"{0: 0.002236460585324895, 1: 0.3851420544833195, 2: 0.5547834753028053, 3: 0.031192739742689435, 5: 0.011468726826148523, 7: 0.0036018786268916525, 4: 0.00582656836703066, 6: 0.002369863497432012}"
814,BPGxqivgLd8,"{1: 0.0015509722034475785, 2: 0.9384733595623124, 6: 0.007744189190150713, 8: 0.003233563607646671, 7: 0.012030706403807961, 5: 0.0028885078651366136, 4: 0.007801105601286412, 3: 0.02358473786435422, 0: 0.0008466316156435783}"
815,bA5PDh-9hjk,"{1: 0.002429093976333502, 2: 0.9881951710098379, 3: 0.0003244198966722567, 4: 0.0018735249032823809, 5: 0.00048662984500844053, 7: 0.0009083757106823354, 8: 0.0007623867571797671, 0: 0.00219794479995461, 6: 0.0003446961402142623}"
816,Nwd6InD2nDk,"{0: 0.0009112428514569412, 1: 0.7581680178198614, 2: 4.1896223055609065e-05, 3: 0.0047342732052704836, 4: 0.22884066168101375, 5: 0.0004608584536104354, 6: 0.002063388985483028}"
817,wL9IXNw-lSE,"{2: 0.03670896109705089, 3: 0.38186718303240264, 4: 0.038314111165843184, 6: 0.0311433084775703, 5: 0.0035330287228440924, 7: 0.4979815308658761, 8: 1.1323810009067348e-05, 9: 0.00119466195596174, 10: 8.209762256611297e-05, 1: 0.0008492857506837148, 0: 0.00034537620527813617}"
818,N3Af-R0VPFQ,"{0: 0.001659199448574664, 1: 0.4208409236374381, 2: 0.0007828270395353145, 3: 0.5656146915464533, 4: 0.0, 5: 0.0052631578947368585}"
819,JMyZjQlK7wM,"{0: 0.3473360235278027, 1: 0.2920798850967775, 2: 0.35581355584433305, 4: 9.917242322687869e-05, 7: 0.0001470487654743058, 6: 0.0, 5: 3.419738731968991e-06, 3: 0.0}"
820,s2-x_YOn7EA,"{1: 0.004015845943723782, 2: 0.43870908559663496, 3: 0.09977780344778388, 4: 0.4350024122255668, 5: 0.008592279519185786, 7: 0.0009580952251524721, 8: 0.0010464302459111396, 9: 0.002313698043719059, 0: 5.096251197617141e-05, 6: 0.0002582100606793869, 10: 0.0019977304694667186}"
821,NHeecBsC2ik,"{1: 0.38174367774932605, 2: 0.5813599173023272, 5: 0.0022329723192509032, 8: 0.003070759210588524, 4: 0.00401326946334335, 3: 0.01762055010168284, 0: 0.003148457188414222, 7: 0.00023309393347703544, 6: 0.0018985331973054853}"
822,AVQfJKg4EIY,"{0: 0.0014747634860599738, 1: 0.9781694874444458, 2: 0.012864886918078744, 3: 0.0, 5: 0.0027990409021138862, 6: 5.68502931134196e-05, 7: 0.0035013092288090353, 4: 0.0}"
823,SF6h9ZGkqnI,"{0: 0.3191127919773112, 1: 0.5965032472061633, 5: 0.0004928933459397711, 8: 0.01010276361269112, 2: 0.057863818838445505, 3: 0.0031805570624793833, 7: 0.0005083931366925976, 6: 0.0038005486925926785, 4: 0.002433467148193591}"
824,DqmbYFUuhls,"{0: 0.00017068632973185177, 2: 0.010046597368016524, 3: 0.6168911191902644, 1: 0.3335040196630674, 4: 0.00851383412702518, 5: 0.0053527233003907715, 7: 0.0, 9: 0.015194497072729518, 6: 3.072353935185124e-05, 8: 0.0003994060115722897}"
825,OCvjelzBBa0,"{1: 0.4300159875345918, 2: 0.5077097248034019, 3: 0.02587221334025825, 4: 0.01482701812191023, 8: 0.007616396555782057, 5: 3.6519749068708585e-05, 9: 0.009482961508184562, 7: 0.0, 6: 0.0, 0: 3.651974906881961e-05}"
826,k0maW69GF3Q,"{0: 0.39103309481216464, 2: 0.5957800920010218, 1: 0.004009072323025807, 4: 0.001862381804242249, 7: 0.0005430615895733806, 6: 0.00032264247380545466, 5: 0.0004855609506772343, 3: 0.0022489138768209856, 8: 0.0007411193457705911}"
827,kwHYqeN97oc,"{1: 0.5228697176049548, 2: 0.4514316865165522, 3: 0.017327456904650235, 4: 0.0012011568064012046, 5: 0.0003541872634262866, 7: 0.001971129118196635, 6: 0.0, 8: 0.00034186770643729325, 0: 0.0008192505397506267}"
828,eUDwTM4j3y0,"{0: 0.005362453713043749, 1: 0.9772193334678283, 2: 0.008001379660421304, 5: 5.206265740820282e-05, 8: 0.0024241674855689788, 3: 3.2539160879918594e-06, 4: 9.761748264003334e-06, 6: 0.0013536290926127181, 7: 0.0040869186065430885}"
829,ii2xTW1pT1E,"{0: 0.0009528645490505832, 2: 0.5899516671995164, 3: 0.36672120562440735, 4: 0.014797610316012622, 5: 0.0003573242058939746, 6: 0.00027582921156718565, 7: 0.00961954375340851, 10: 0.006676320689071424, 8: 0.00444461161366394, 1: 0.0007867401375384331, 9: 0.0011189889605626169}"
830,kn1BHVoumPU,"{0: 0.4010045692783233, 1: 0.5836455113560008, 2: 2.939793038569949e-05, 6: 0.0006299556511221611, 5: 0.005237031312995563, 4: 0.0026542131433946736, 3: 0.0, 7: 0.003443757559467797}"
831,rEfSdPz1WtA,"{0: 0.0004682432499038869, 1: 0.6421389351655615, 2: 0.3358930630994744, 4: 0.0, 6: 0.015284445452125928, 3: 0.0, 5: 0.003129836459883961}"
832,nn2BVILWRT0,"{1: 0.21225308190161846, 2: 0.7662368195751216, 4: 0.001100124651220502, 6: 0.003934720022712335, 5: 0.00072750178548453, 8: 0.0017078548012897932, 3: 0.004338394793926614, 7: 0.003482249400032833, 0: 0.0005145744336354507}"
833,WZvucbACmZQ,"{0: 0.4909320250459648, 1: 0.5052676292911978, 2: 0.0, 4: 0.00035993034861359074, 3: 0.0}"
834,Xoe2Iju6DsI,"{0: 0.0003176536854377071, 2: 0.3392475864869474, 3: 0.6393026027953517, 1: 0.0012640651812263898, 4: 0.0026361981111070465, 5: 0.003743073839745259, 6: 0.006906511573073565, 7: 0.0010937766075895805, 8: 0.0010937766075895805}"
835,UBLFhv54dUU,"{1: 0.0005346187554776512, 2: 0.5870113935144604, 3: 0.37124890446976344, 5: 0.0003242769500437781, 9: 0.007865907099035924, 8: 0.0035363716038563364, 6: 0.0006310254163015006, 4: 0.013965819456617012, 7: 0.007274320771253229, 0: 0.0022129710780016687}"
836,ZKiKVWDac7k,"{0: 0.5604548452780398, 1: 0.005284063208007127, 3: 0.4243238980182955, 2: 0.0, 4: 0.0003620694599787977}"
837,3euP8g3434A,"{0: 0.0015199779587717586, 1: 0.44801582510657034, 2: 0.5386696632830923, 4: 0.0, 6: 0.005445297819714007, 5: 0.0, 3: 0.0020772000210506347}"
838,QGp9bQzl1Wk,"{0: 0.00019931863690613035, 2: 0.0007574108202421659, 4: 0.4535633572617905, 3: 0.0, 1: 0.5398284633146393}"
839,NnKcquMobHQ,"{0: 0.3477474674807028, 2: 0.0, 5: 0.36541191110419885, 3: 0.000589786963763772, 1: 0.28174641753028307, 4: 0.00031757759587269785}"
840,yJj9q-67ivA,"{0: 0.0012205044751830755, 2: 0.0, 3: 0.4262369715990556, 1: 0.5445484133441822, 4: 0.007516757720175071, 8: 0.006286566701538182, 6: 0.0, 7: 0.002034174125305127, 5: 0.0}"
841,MxrHlhTXUPE,"{0: 0.0007874044451896561, 2: 0.6854100518010043, 3: 0.2807279116648866, 5: 0.006948115150609335, 9: 0.0015128372442303611, 10: 0.001144652758285028, 6: 0.013309322358276088, 4: 0.00023695041174687237, 8: 0.0015492911537297593, 7: 0.003226170990707933, 1: 0.001028000247886629}"
842,6aA50THi-VI,"{0: 0.0008387466233217838, 1: 0.5171480301023264, 2: 0.46311539418199155, 3: 0.0027591871677551394, 6: 0.0, 8: 0.0048126702800257645, 4: 0.001584941895104608, 5: 0.0026434979783314105, 7: 0.0025104554104941057}"
843,aDejwCGdUV8,"{1: 0.0005133015371548517, 2: 0.6620337129116721, 3: 0.2609527243173557, 4: 0.000779118404609952, 5: 0.004751094584974365, 9: 0.01365748732786859, 7: 0.012493392770392076, 10: 0.0018209983103824046, 6: 0.02777939033221047, 11: 2.7498296633288177e-05, 8: 0.010806830576883697, 0: 0.00024442930340684565}"
844,S_hS-JXoTMk,"{0: 0.5502285303444635, 1: 0.008203982590609615, 3: 0.4364127155310762, 2: 0.0}"
845,b_LL_H7L_Tg,{1: 0.9999887668216845}
846,QQ4klklA9Qc,{}
847,VFY45O6wXQw,"{1: 0.41944817097673687, 2: 0.5591302788819981, 5: 0.004123571123873848, 7: 0.0025470934078502816, 3: 3.0911327766336427e-06, 4: 0.0015733865832472382, 0: 0.004145209053309951, 9: 0.003378608124733451, 8: 0.002092696889702206, 6: 6.182265553156263e-06}"
848,GtD8oMMJK_k,"{0: 0.4399848494808455, 1: 0.2001245848476039, 2: 0.34402634437380514, 3: 0.0017185196315048223, 4: 0.0013867107409044621, 5: 0.0017059985412928302, 6: 0.003928492053802912}"
849,WFDfWOIFKnQ,"{1: 0.006608126788808825, 2: 0.964841027238567, 3: 0.006304394384844203, 6: 0.0026440295165590655, 7: 3.115204143211425e-05, 4: 0.013157843499932098, 5: 0.0011020034656645805, 0: 0.0028581998014056698, 8: 0.00011292615019187213}"
850,w1Y6uau7NRQ,"{0: 0.0005859560747691615, 1: 0.43662624285578466, 2: 0.5594776094219303}"
851,16J-lCSSMVA,"{0: 0.6719396987156012, 1: 0.039360871511935826, 2: 0.28147630095876686, 3: 0.0, 5: 0.0002479250156340873, 4: 0.0}"
852,kDzNZyrDiWc,"{0: 0.0004232000771717788, 1: 0.4550396594484086, 2: 0.5279887727508946, 6: 8.401766237969843e-05, 9: 0.0008930766334433737, 4: 0.0007997236752435022, 5: 0.00028317063987237656, 3: 0.0005103295048246581, 8: 0.009073907537006654, 7: 0.0014905355659211583}"
